Sentence_ID,sentence,Tokens,POS_Tags,Dialect
w01060040,اكتسب المزيد من الصيت في البلاط عندما أوفد ك مبعوثٍ إلى سلالة لياو الخيتانية في صيف عام 1075 .,"['اكتسب', 'المزيد', 'من', 'الصيت', 'في', 'البلاط', 'عندما', 'أوفد', 'ك', 'مبعوثٍ', 'إلى', 'سلالة', 'لياو', 'الخيتانية', 'في', 'صيف', 'عام', '1075', '.']","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'NUM', 'PUNCT']",Modern Standard Arabic
w01060041,"قام الخيتانيون ب العديد من المفاوضات العدوانية من أجل مد حدود هم نحو الجنوب , بينما تلاعبوا ب العديد من السفراء الصينيين غير الأكفاء و الذين رضخوا ل مطالب مملكة لياو .","['قام', 'الخيتانيون', 'ب', 'العديد', 'من', 'المفاوضات', 'العدوانية', 'من', 'أجل', 'مد', 'حدود', 'هم', 'نحو', 'الجنوب', ',', 'بينما', 'تلاعبوا', 'ب', 'العديد', 'من', 'السفراء', 'الصينيين', 'غير', 'الأكفاء', 'و', 'الذين', 'رضخوا', 'ل', 'مطالب', 'مملكة', 'لياو', '.']","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PRON', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PART', 'ADJ', 'PART', 'PRON', 'VERB', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']",Saudi Arabia
w01061050,"درس الطب أيضاً , خصوصاً في جنوب إيطاليا , حيث كان ل لطب الإسلامي تأثيراً على المدرسة في ساليرنو .","['درس', 'الطب', 'أيضاً', ',', 'خصوصاً', 'في', 'جنوب', 'إيطاليا', ',', 'حيث', 'كان', 'ل', 'لطب', 'الإسلامي', 'تأثيراً', 'على', 'المدرسة', 'في', 'ساليرنو', '.']","['NOUN', 'NOUN', 'ADV', 'PUNCT', 'ADV', 'ADP', 'NOUN', 'PROPN', 'PUNCT', 'ADP', 'AUX', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']",Algeria
w01062037,"نقل أن تيبيريوس أبدى ندم ه على رحيل ه و طلب أن يعود إلى روما عدة مرات , لكن في كل مرة كان أغسطس يرفض طلب ه .","['نقل', 'أن', 'تيبيريوس', 'أبدى', 'ندم', 'ه', 'على', 'رحيل', 'ه', 'و', 'طلب', 'أن', 'يعود', 'إلى', 'روما', 'عدة', 'مرات', ',', 'لكن', 'في', 'كل', 'مرة', 'كان', 'أغسطس', 'يرفض', 'طلب', 'ه', '.']","['VERB', 'SCONJ', 'PROPN', 'VERB', 'NOUN', 'PRON', 'ADP', 'NOUN', 'PRON', 'CCONJ', 'VERB', 'ADP', 'VERB', 'ADP', 'PROPN', 'DET', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'DET', 'NOUN', 'AUX', 'PROPN', 'VERB', 'NOUN', 'PRON', 'PUNCT']",Modern Standard Arabic
w01062063,"يبدو أن ه قد تمنى أن يتصرف مجلس الشيوخ و الدولة من دون ه و كانت أوامر ه المباشرة غامضة نوعاً , مما كان يشعل جدالاتٍ ب شأن مقاصد ه أكثر م ما كانت تمر تشريعات ه .","['يبدو', 'أن', 'ه', 'قد', 'تمنى', 'أن', 'يتصرف', 'مجلس', 'الشيوخ', 'و', 'الدولة', 'من', 'دون', 'ه', 'و', 'كانت', 'أوامر', 'ه', 'المباشرة', 'غامضة', 'نوعاً', ',', 'مما', 'كان', 'يشعل', 'جدالاتٍ', 'ب', 'شأن', 'مقاصد', 'ه', 'أكثر', 'م', 'ما', 'كانت', 'تمر', 'تشريعات', 'ه', '.']","['VERB', 'SCONJ', 'PRON', 'PART', 'VERB', 'ADP', 'VERB', 'PROPN', 'PROPN', 'CCONJ', 'NOUN', 'ADP', 'ADP', 'PRON', 'CCONJ', 'AUX', 'NOUN', 'PRON', 'ADJ', 'ADJ', 'ADV', 'PUNCT', 'ADP', 'AUX', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PRON', 'ADV', 'ADP', 'PRON', 'AUX', 'VERB', 'NOUN', 'PRON', 'PUNCT']",Sudan
w01063048,"كانت الآلهة تمثل ب وضوح الاحتياجات العملية ل لحياة اليومية , و كانت تمنح ب كل دقة الطقوس و القرابين التي كانت تعتبر لائقة .","['كانت', 'الآلهة', 'تمثل', 'ب', 'وضوح', 'الاحتياجات', 'العملية', 'ل', 'لحياة', 'اليومية', ',', 'و', 'كانت', 'تمنح', 'ب', 'كل', 'دقة', 'الطقوس', 'و', 'القرابين', 'التي', 'كانت', 'تعتبر', 'لائقة', '.']","['AUX', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADJ', 'PUNCT']",Saudi Arabia
w01064034,كان ذلك عبر القارب من أوروبا القارية .,"['كان', 'ذلك', 'عبر', 'القارب', 'من', 'أوروبا', 'القارية', '.']","['VERB', 'PRON', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADJ', 'PUNCT']",Modern Standard Arabic
w01065018,"كانت البقايا الشعائرية المكتشفة في الموقع عبارة عن صفٍ من عشرة أحجار كبيرة واقفة , تعرف ب اسم حجر الحدود , تشير صوب الشمال و الجنوب , يبلغ ارتفاع أطول ها 3 أمتار , مع وجود هيكل على شكل مذبح في الوسط , و حوض حجري كبير مربع الشكل .","['كانت', 'البقايا', 'الشعائرية', 'المكتشفة', 'في', 'الموقع', 'عبارة', 'عن', 'صفٍ', 'من', 'عشرة', 'أحجار', 'كبيرة', 'واقفة', ',', 'تعرف', 'ب', 'اسم', 'حجر', 'الحدود', ',', 'تشير', 'صوب', 'الشمال', 'و', 'الجنوب', ',', 'يبلغ', 'ارتفاع', 'أطول', 'ها', '3', 'أمتار', ',', 'مع', 'وجود', 'هيكل', 'على', 'شكل', 'مذبح', 'في', 'الوسط', ',', 'و', 'حوض', 'حجري', 'كبير', 'مربع', 'الشكل', '.']","['AUX', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADJ', 'ADJ', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'PRON', 'NUM', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']",Modern Standard Arabic
w01065019,"لا تزال الغاية المحددة ل هذه الأحجار الضخمة مثار جدل , لكن ربما كانت تشكل "" مكان عبادة "" كنعاني من العصر البرونزي الوسيط حوالي عام 1600 قبل الميلاد .","['لا', 'تزال', 'الغاية', 'المحددة', 'ل', 'هذه', 'الأحجار', 'الضخمة', 'مثار', 'جدل', ',', 'لكن', 'ربما', 'كانت', 'تشكل', '""', 'مكان', 'عبادة', '""', 'كنعاني', 'من', 'العصر', 'البرونزي', 'الوسيط', 'حوالي', 'عام', '1600', 'قبل', 'الميلاد', '.']","['PART', 'VERB', 'VERB', 'ADJ', 'ADP', 'PRON', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'ADV', 'AUX', 'VERB', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'ADJ', 'ADV', 'ADV', 'NUM', 'ADP', 'NOUN', 'PUNCT']",Modern Standard Arabic
w01065020,دمرت المدينة الكنعانية ب فعل حريقٍ من المفترض أن ه حدث في أعقاب حملةٍ قام ب ها الفرعون المصري تحتمس الثالث .,"['دمرت', 'المدينة', 'الكنعانية', 'ب', 'فعل', 'حريقٍ', 'من', 'المفترض', 'أن', 'ه', 'حدث', 'في', 'أعقاب', 'حملةٍ', 'قام', 'ب', 'ها', 'الفرعون', 'المصري', 'تحتمس', 'الثالث', '.']","['VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'VERB', 'ADP', 'PRON', 'NOUN', 'ADJ', 'PROPN', 'ADJ', 'PUNCT']",Algeria
w01065021,أقدم إشارة تاريخية معروفة عن المدينة موجودة في معبد تحتمس في الكرنك على نقشٍ يتحدث عن المواقع التي احتلت .,"['أقدم', 'إشارة', 'تاريخية', 'معروفة', 'عن', 'المدينة', 'موجودة', 'في', 'معبد', 'تحتمس', 'في', 'الكرنك', 'على', 'نقشٍ', 'يتحدث', 'عن', 'المواقع', 'التي', 'احتلت', '.']","['ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PRON', 'VERB', 'PUNCT']",Oman
w01065022,"تضم رسائل تل العمارنة , التي تعود إلى القرن الرابع عشر قبل الميلاد , عشر رسائل من ملوك تل الجزر تقسم ب الولاء ل لفرعون المصري .","['تضم', 'رسائل', 'تل', 'العمارنة', ',', 'التي', 'تعود', 'إلى', 'القرن', 'الرابع', 'عشر', 'قبل', 'الميلاد', ',', 'عشر', 'رسائل', 'من', 'ملوك', 'تل', 'الجزر', 'تقسم', 'ب', 'الولاء', 'ل', 'لفرعون', 'المصري', '.']","['VERB', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADJ', 'NUM', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']",Saudi Arabia
w01066003,"يسجل في شهادة الميلاد التايلاندية تاريخ اليوم و الشهر و ساعة الولادة , يلي ها يوم الأسبوع و التاريخ القمري و اسم البرج الحيواني المطبق في تلك السنة .","['يسجل', 'في', 'شهادة', 'الميلاد', 'التايلاندية', 'تاريخ', 'اليوم', 'و', 'الشهر', 'و', 'ساعة', 'الولادة', ',', 'يلي', 'ها', 'يوم', 'الأسبوع', 'و', 'التاريخ', 'القمري', 'و', 'اسم', 'البرج', 'الحيواني', 'المطبق', 'في', 'تلك', 'السنة', '.']","['VERB', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'PRON', 'NOUN', 'PUNCT']",Modern Standard Arabic
w01066006,برج ها الحيواني هو القرد و كانت ذكرا ها السنوية الستين التقليدية الكبيرة عام 1992 .,"['برج', 'ها', 'الحيواني', 'هو', 'القرد', 'و', 'كانت', 'ذكرا', 'ها', 'السنوية', 'الستين', 'التقليدية', 'الكبيرة', 'عام', '1992', '.']","['NOUN', 'PRON', 'ADJ', 'PRON', 'PROPN', 'CCONJ', 'VERB', 'NOUN', 'PRON', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'NUM', 'PUNCT']",Algeria
w01066008,"الألوان المباركة ل ليوم موجودة في جدول أيام الأسبوع , و تحت ها رابط إلى صور بوذا ل كل يومٍ من أيام الأسبوع .","['الألوان', 'المباركة', 'ل', 'ليوم', 'موجودة', 'في', 'جدول', 'أيام', 'الأسبوع', ',', 'و', 'تحت', 'ها', 'رابط', 'إلى', 'صور', 'بوذا', 'ل', 'كل', 'يومٍ', 'من', 'أيام', 'الأسبوع', '.']","['NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'PRON', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Tunisia
w01066040,"السنة الصينية الجديدة و غير ها من الأعياد التي يتقيد ب ها التايلانديون الصينيون تختلف ب ما يتعلق ب التقويمين معاً , حيث أن ها تحسب وفقاً ل لتقويم الصيني .","['السنة', 'الصينية', 'الجديدة', 'و', 'غير', 'ها', 'من', 'الأعياد', 'التي', 'يتقيد', 'ب', 'ها', 'التايلانديون', 'الصينيون', 'تختلف', 'ب', 'ما', 'يتعلق', 'ب', 'التقويمين', 'معاً', ',', 'حيث', 'أن', 'ها', 'تحسب', 'وفقاً', 'ل', 'لتقويم', 'الصيني', '.']","['NOUN', 'ADJ', 'ADJ', 'CCONJ', 'PART', 'PRON', 'ADP', 'NOUN', 'PRON', 'VERB', 'ADP', 'PRON', 'NOUN', 'NOUN', 'VERB', 'ADP', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADV', 'PUNCT', 'ADP', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']",Algeria
w01067032,"ب الإضافة إلى ذلك , عزز الدفاعات بين مصر و آسيا , مشيداً أسوار الحاكم في منطقة شرق الدلتا .","['ب', 'الإضافة', 'إلى', 'ذلك', ',', 'عزز', 'الدفاعات', 'بين', 'مصر', 'و', 'آسيا', ',', 'مشيداً', 'أسوار', 'الحاكم', 'في', 'منطقة', 'شرق', 'الدلتا', '.']","['ADP', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PROPN', 'PUNCT']",Sudan
w01067059,"حكم خمس عشرة سنة فقط , و يدل على ذلك عدم اكتمال العديد من منشآت ه .","['حكم', 'خمس', 'عشرة', 'سنة', 'فقط', ',', 'و', 'يدل', 'على', 'ذلك', 'عدم', 'اكتمال', 'العديد', 'من', 'منشآت', 'ه', '.']","['VERB', 'NUM', 'NUM', 'NOUN', 'ADV', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'PRON', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PRON', 'PUNCT']",Modern Standard Arabic
w01067103,"ب الرغم من ذلك , يبدو أن كلي هما سيطر على أجزاءٍ على الأقل من مصر السفلى .","['ب', 'الرغم', 'من', 'ذلك', ',', 'يبدو', 'أن', 'كلي', 'هما', 'سيطر', 'على', 'أجزاءٍ', 'على', 'الأقل', 'من', 'مصر', 'السفلى', '.']","['ADP', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'VERB', 'SCONJ', 'DET', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'PUNCT']",Oman
w01068027,"في 9 أيلول من عام 2002 , استدرج ألدرين إلى فندقٍ في بيفرلي هيلز ب حجة إجراء مقابلة من أجل برنامج تلفزيوني ياباني ل لأطفال موضوع ه الفضاء .","['في', '9', 'أيلول', 'من', 'عام', '2002', ',', 'استدرج', 'ألدرين', 'إلى', 'فندقٍ', 'في', 'بيفرلي', 'هيلز', 'ب', 'حجة', 'إجراء', 'مقابلة', 'من', 'أجل', 'برنامج', 'تلفزيوني', 'ياباني', 'ل', 'لأطفال', 'موضوع', 'ه', 'الفضاء', '.']","['ADP', 'NUM', 'PROPN', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'VERB', 'PROPN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PRON', 'NOUN', 'PUNCT']",Modern Standard Arabic
w01068056,تزوج ألدرين ثلاث مرات .,"['تزوج', 'ألدرين', 'ثلاث', 'مرات', '.']","['VERB', 'PROPN', 'NUM', 'NOUN', 'PUNCT']",Lebanon
w01069007,"عام 1519 , أصبح حاكم إمبراطورية هابسبورغ , ثم حاز على لقب الإمبراطور الروماني المقدس عام 1530 .","['عام', '1519', ',', 'أصبح', 'حاكم', 'إمبراطورية', 'هابسبورغ', ',', 'ثم', 'حاز', 'على', 'لقب', 'الإمبراطور', 'الروماني', 'المقدس', 'عام', '1530', '.']","['ADV', 'NUM', 'PUNCT', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'NUM', 'PUNCT']",Modern Standard Arabic
w01069040,كان ينظر إلى كارلوس ب الرغم من أفعال ه القاسية على أن ه حاكمٌ متعاطفٌ مع حاجات هولندا .,"['كان', 'ينظر', 'إلى', 'كارلوس', 'ب', 'الرغم', 'من', 'أفعال', 'ه', 'القاسية', 'على', 'أن', 'ه', 'حاكمٌ', 'متعاطفٌ', 'مع', 'حاجات', 'هولندا', '.']","['AUX', 'VERB', 'ADP', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PRON', 'ADJ', 'ADP', 'SCONJ', 'PRON', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'PUNCT']",Oman
w01069056,"عام 1566 , قدمت مجموعة مكونة من نحو 400 شخص من النبلاء عريضة إلى الحاكمة مارغريت دوقة بارما ل وقف الاضطهاد حتى عودة البقية .","['عام', '1566', ',', 'قدمت', 'مجموعة', 'مكونة', 'من', 'نحو', '400', 'شخص', 'من', 'النبلاء', 'عريضة', 'إلى', 'الحاكمة', 'مارغريت', 'دوقة', 'بارما', 'ل', 'وقف', 'الاضطهاد', 'حتى', 'عودة', 'البقية', '.']","['ADV', 'NUM', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'ADP', 'ADV', 'NUM', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Modern Standard Arabic
w01069094,تسبب صراع ها ضد الإمبراطورية العثمانية في البحر المتوسط ب تقييدٍ كبيرٍ ل لقوة العسكرية التي كان يمكن توجيي ها ضد المتمردين في هولندا .,"['تسبب', 'صراع', 'ها', 'ضد', 'الإمبراطورية', 'العثمانية', 'في', 'البحر', 'المتوسط', 'ب', 'تقييدٍ', 'كبيرٍ', 'ل', 'لقوة', 'العسكرية', 'التي', 'كان', 'يمكن', 'توجيي', 'ها', 'ضد', 'المتمردين', 'في', 'هولندا', '.']","['VERB', 'NOUN', 'PRON', 'ADP', 'PROPN', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PRON', 'AUX', 'VERB', 'NOUN', 'PRON', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']",Oman
w01070031,أنشئ مرصدٌ فلكي من العصر البرونزي هناك عام 1900 ق . م تقريباً و ظل يخدم المجتمع الذي كان يعيش هناك ب شكل متواصل حتى عام 700 ق . م تقريباً .,"['أنشئ', 'مرصدٌ', 'فلكي', 'من', 'العصر', 'البرونزي', 'هناك', 'عام', '1900', 'ق', '.', 'م', 'تقريباً', 'و', 'ظل', 'يخدم', 'المجتمع', 'الذي', 'كان', 'يعيش', 'هناك', 'ب', 'شكل', 'متواصل', 'حتى', 'عام', '700', 'ق', '.', 'م', 'تقريباً', '.']","['VERB', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'ADV', 'ADV', 'NUM', 'ADP', 'PUNCT', 'NOUN', 'ADV', 'CCONJ', 'VERB', 'VERB', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NUM', 'ADP', 'PUNCT', 'NOUN', 'ADV', 'PUNCT']",Sudan
w01070032,استخدمت المساحة المركزية ل مراقبة شروق الشمس و اكتمال القمر .,"['استخدمت', 'المساحة', 'المركزية', 'ل', 'مراقبة', 'شروق', 'الشمس', 'و', 'اكتمال', 'القمر', '.']","['VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']",Saudi Arabia
w01070033,تحدد ثلاث علامات موقع شروق الشمس في الانقلابين الشمسيين الصيفي و الشتوي و في الاعتدالين .,"['تحدد', 'ثلاث', 'علامات', 'موقع', 'شروق', 'الشمس', 'في', 'الانقلابين', 'الشمسيين', 'الصيفي', 'و', 'الشتوي', 'و', 'في', 'الاعتدالين', '.']","['VERB', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'CCONJ', 'ADJ', 'CCONJ', 'ADP', 'NOUN', 'PUNCT']",Saudi Arabia
w01070034,"أربع علاماتٍ أخرى تعطي ميل القمر المكتمل الأدنى و الأقصى : في الصيف , و في الشتاء .","['أربع', 'علاماتٍ', 'أخرى', 'تعطي', 'ميل', 'القمر', 'المكتمل', 'الأدنى', 'و', 'الأقصى', ':', 'في', 'الصيف', ',', 'و', 'في', 'الشتاء', '.']","['NUM', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'PUNCT']",Algeria
w01070035,و علامتان تقيسان طول الأشهر القمرية .,"['و', 'علامتان', 'تقيسان', 'طول', 'الأشهر', 'القمرية', '.']","['PART', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'PUNCT']",Morocco
w01071036,تكمن أهميت ه في حقيقتين .,"['تكمن', 'أهميت', 'ه', 'في', 'حقيقتين', '.']","['VERB', 'NOUN', 'PRON', 'ADP', 'NOUN', 'PUNCT']",Saudi Arabia
w01071043,و خلال العصر ما بعد الكلاسيكي في يوكاتان استخدم نظامٌ ثالث .,"['و', 'خلال', 'العصر', 'ما', 'بعد', 'الكلاسيكي', 'في', 'يوكاتان', 'استخدم', 'نظامٌ', 'ثالث', '.']","['PART', 'ADP', 'NOUN', 'PRON', 'ADP', 'ADJ', 'ADP', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'PUNCT']",Saudi Arabia
w01072002,"ثمة جدلٌ كبيرٌ على أصل كلمة هسبانيا و تستند أدلة كل التخمينات المختلفة في أحسن الأحوال على مجرد تشابهات من المرجح أن تكون من قبيل الصدفة , و على أدلة ظنية داعمة .","['ثمة', 'جدلٌ', 'كبيرٌ', 'على', 'أصل', 'كلمة', 'هسبانيا', 'و', 'تستند', 'أدلة', 'كل', 'التخمينات', 'المختلفة', 'في', 'أحسن', 'الأحوال', 'على', 'مجرد', 'تشابهات', 'من', 'المرجح', 'أن', 'تكون', 'من', 'قبيل', 'الصدفة', ',', 'و', 'على', 'أدلة', 'ظنية', 'داعمة', '.']","['ADV', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PROPN', 'CCONJ', 'VERB', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']",Algeria
w01072046,لكن تأثير إسبانيا على الوافدين الجدد كان كبيراً أيضاً .,"['لكن', 'تأثير', 'إسبانيا', 'على', 'الوافدين', 'الجدد', 'كان', 'كبيراً', 'أيضاً', '.']","['PART', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'AUX', 'ADJ', 'ADV', 'PUNCT']",Sudan
w01072065,"خلال المرحلة الأولى من الرومنة , قسمت شبه الجزيرة إلى قسمين من قبل الرومان ل أغراض إدارية .","['خلال', 'المرحلة', 'الأولى', 'من', 'الرومنة', ',', 'قسمت', 'شبه', 'الجزيرة', 'إلى', 'قسمين', 'من', 'قبل', 'الرومان', 'ل', 'أغراض', 'إدارية', '.']","['ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'PROPN', 'ADP', 'NOUN', 'ADP', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']",Modern Standard Arabic
w01072079,"ب حلول القرن الثالث , أحدث الإمبراطور كركلا تقسيماً جديداً استمر ل فترة وجيزة فقط .","['ب', 'حلول', 'القرن', 'الثالث', ',', 'أحدث', 'الإمبراطور', 'كركلا', 'تقسيماً', 'جديداً', 'استمر', 'ل', 'فترة', 'وجيزة', 'فقط', '.']","['ADP', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADV', 'PUNCT']",Oman
w01073007,لقد أثر في هما جمال منطقة بحيرة روديارد إلى درجة أن هما عند ولادة طفل هما الأول ألحقا اسم ها ب اسم ه .,"['لقد', 'أثر', 'في', 'هما', 'جمال', 'منطقة', 'بحيرة', 'روديارد', 'إلى', 'درجة', 'أن', 'هما', 'عند', 'ولادة', 'طفل', 'هما', 'الأول', 'ألحقا', 'اسم', 'ها', 'ب', 'اسم', 'ه', '.']","['PART', 'VERB', 'ADP', 'PRON', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'SCONJ', 'PRON', 'ADP', 'NOUN', 'NOUN', 'PRON', 'ADJ', 'ADJ', 'NOUN', 'PRON', 'ADP', 'NOUN', 'PRON', 'PUNCT']",Modern Standard Arabic
w01073042,"خلال وجود ه هناك أيضاً , التقى كيبلينغ و وقع في حب فلورانس غارارد التي كانت ترافق تريكس في ساوثسي ( التي عادت إلي ها تريكس ) .","['خلال', 'وجود', 'ه', 'هناك', 'أيضاً', ',', 'التقى', 'كيبلينغ', 'و', 'وقع', 'في', 'حب', 'فلورانس', 'غارارد', 'التي', 'كانت', 'ترافق', 'تريكس', 'في', 'ساوثسي', '(', 'التي', 'عادت', 'إلي', 'ها', 'تريكس', ')', '.']","['ADP', 'NOUN', 'PRON', 'ADV', 'ADV', 'PUNCT', 'VERB', 'PROPN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PRON', 'AUX', 'VERB', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'PRON', 'PROPN', 'PUNCT', 'PUNCT']",Modern Standard Arabic
