Sentence_ID,sentence,Tokens,NER_Tags,Dialect
2977,"صوت نعجة اخر ماء ماء , ثم اصوات جماعية للنعاج ماء ماء ماء","['صوت', 'نعجة', 'اخر', 'ماء', 'ماء', ',', 'ثم', 'اصوات', 'جماعية', 'للنعاج', 'ماء', 'ماء', 'ماء']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
2978,"تدور معركة بين المسؤول والنعاج , المرافقين عبارة عن فزيعة","['تدور', 'معركة', 'بين', 'المسؤول', 'والنعاج', ',', 'المرافقين', 'عبارة', 'عن', 'فزيعة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
2979,الرجل : ( بالانجليزي ),"['الرجل', ':', '(', 'بالانجليزي', ')']","['O', 'O', 'O', 'B-LANGUAGE', 'O']",Saudi Arabia
2980,المشهد الرابع :,"['المشهد', 'الرابع', ':']","['O', 'O', 'O']",Iraq
2981,احدى الزوجات منقبة والاخرى حامل والثالثة نائمة على الفرشة . المنزل مكون من فرشات على الارض وطبلية,"['احدى', 'الزوجات', 'منقبة', 'والاخرى', 'حامل', 'والثالثة', 'نائمة', 'على', 'الفرشة', '.', 'المنزل', 'مكون', 'من', 'فرشات', 'على', 'الارض', 'وطبلية']","['O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
2982,"الزوجة الحامل : ييه لو اخدوك ترعى معهم بدل ما انت قاعد , ع القليلة بحلبوك بنستفيد منك","['الزوجة', 'الحامل', ':', 'ييه', 'لو', 'اخدوك', 'ترعى', 'معهم', 'بدل', 'ما', 'انت', 'قاعد', ',', 'ع', 'القليلة', 'بحلبوك', 'بنستفيد', 'منك']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
2983,( الرجل ينظر اليها ولا يتحدث ),"['(', 'الرجل', 'ينظر', 'اليها', 'ولا', 'يتحدث', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
2984,الرجل : حسب الجدول انا وين الليلة ?,"['الرجل', ':', 'حسب', 'الجدول', 'انا', 'وين', 'الليلة', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'O']",Saudi Arabia
2985,"الزوجة الحامل : انا بالنسبة الي قيموا اسمي من البرنامج , انا هذا الفيلم وضحلي كتير شغلات , وانتن خليكن نساء حائرات على هبلكن . . . . . ( لحظة صمت ) ربنا بحبني طلعت حامل في بنت مش نعجة","['الزوجة', 'الحامل', ':', 'انا', 'بالنسبة', 'الي', 'قيموا', 'اسمي', 'من', 'البرنامج', ',', 'انا', 'هذا', 'الفيلم', 'وضحلي', 'كتير', 'شغلات', ',', 'وانتن', 'خليكن', 'نساء', 'حائرات', 'على', 'هبلكن', '.', '.', '.', '.', '.', '(', 'لحظة', 'صمت', ')', 'ربنا', 'بحبني', 'طلعت', 'حامل', 'في', 'بنت', 'مش', 'نعجة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
2986,زوجة 2 : ( تسأل الزوجة الحامل ) هي النعجة كم سنة بتعيش ?,"['زوجة', '2', ':', '(', 'تسأل', 'الزوجة', 'الحامل', ')', 'هي', 'النعجة', 'كم', 'سنة', 'بتعيش', '?']","['O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O']",Jordan
2987,"الزوجة المنقبة : شو الفرق بين السخلة والنعجة , كلهم أناثي","['الزوجة', 'المنقبة', ':', 'شو', 'الفرق', 'بين', 'السخلة', 'والنعجة', ',', 'كلهم', 'أناثي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
2988,الزوج يغضب ويفش خلقه في المنقبة,"['الزوج', 'يغضب', 'ويفش', 'خلقه', 'في', 'المنقبة']","['O', 'O', 'O', 'O', 'O', 'O']",Tunisia
2989,الزوجة المنقبة ترفع نقابها,"['الزوجة', 'المنقبة', 'ترفع', 'نقابها']","['O', 'O', 'O', 'O']",Algeria
2990,الزوج : انا حسب الجدول وين ?,"['الزوج', ':', 'انا', 'حسب', 'الجدول', 'وين', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Yemen
2991,الزوجة المنقبة : عندي,"['الزوجة', 'المنقبة', ':', 'عندي']","['O', 'O', 'O', 'O']",Morocco
2992,الزوجات تدير ظهورها للزوج,"['الزوجات', 'تدير', 'ظهورها', 'للزوج']","['O', 'O', 'O', 'O']",Algeria
2993,صوت من الفيلم : تعيش النعاج ضمن جماعات في المراعي والجبال . . . . . الخ,"['صوت', 'من', 'الفيلم', ':', 'تعيش', 'النعاج', 'ضمن', 'جماعات', 'في', 'المراعي', 'والجبال', '.', '.', '.', '.', '.', 'الخ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
2994,كوفي شوب لاجئ,"['كوفي', 'شوب', 'لاجئ']","['O', 'O', 'O']",Syria
2995,المشهد الاول :,"['المشهد', 'الاول', ':']","['O', 'B-ORDINAL', 'O']",Iraq
2996,"في احدى الجبال رجل وامرأة . المرأة تركب على حمار والرجل يجر الحمار . الرجل يبدو عليه مثقف ( أستاذ ) يلبس بنطالون وقميص وجاكيت موديل 48 , يحمل حقيبة وبيده الاخرى يجر الحمار . الزوجة راكبة على الحمار , تلبس فستان طويل ومنديل على رأسها . الحمار محمل ايضا بفرشات وبعض الصرر .","['في', 'احدى', 'الجبال', 'رجل', 'وامرأة', '.', 'المرأة', 'تركب', 'على', 'حمار', 'والرجل', 'يجر', 'الحمار', '.', 'الرجل', 'يبدو', 'عليه', 'مثقف', '(', 'أستاذ', ')', 'يلبس', 'بنطالون', 'وقميص', 'وجاكيت', 'موديل', '48', ',', 'يحمل', 'حقيبة', 'وبيده', 'الاخرى', 'يجر', 'الحمار', '.', 'الزوجة', 'راكبة', 'على', 'الحمار', ',', 'تلبس', 'فستان', 'طويل', 'ومنديل', 'على', 'رأسها', '.', 'الحمار', 'محمل', 'ايضا', 'بفرشات', 'وبعض', 'الصرر', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
2997,المرأة : امشي كمان ساعة تنخلص هالتلة,"['المرأة', ':', 'امشي', 'كمان', 'ساعة', 'تنخلص', 'هالتلة']","['O', 'O', 'O', 'O', 'B-TIME', 'O', 'O']",Syria
2998,الرجل : يلعن ابو الحب شو بذل,"['الرجل', ':', 'يلعن', 'ابو', 'الحب', 'شو', 'بذل']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
2999,"المرأة : انت قلتلي يومين وبنرجع ع الناصرة , صارلك يومين بتمشي في","['المرأة', ':', 'انت', 'قلتلي', 'يومين', 'وبنرجع', 'ع', 'الناصرة', ',', 'صارلك', 'يومين', 'بتمشي', 'في']","['O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'B-GPE', 'O', 'O', 'B-DATE', 'O', 'O']",Syria
3000,"الرجل : اه قلتلك يومين او ثلاث بس ع بال ما يوصل الجيش العراقي والمصري , مسافات بينا وبينهم بدهم شوية وقت","['الرجل', ':', 'اه', 'قلتلك', 'يومين', 'او', 'ثلاث', 'بس', 'ع', 'بال', 'ما', 'يوصل', 'الجيش', 'العراقي', 'والمصري', ',', 'مسافات', 'بينا', 'وبينهم', 'بدهم', 'شوية', 'وقت']","['O', 'O', 'O', 'O', 'B-DATE', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Iraq
3001,"المرأة : انا بقول نرجع , بجوز هلقيت حسموا المعركة بعدين الذهبات حطيتهن تحت التينة , قلتلك احملهن معي","['المرأة', ':', 'انا', 'بقول', 'نرجع', ',', 'بجوز', 'هلقيت', 'حسموا', 'المعركة', 'بعدين', 'الذهبات', 'حطيتهن', 'تحت', 'التينة', ',', 'قلتلك', 'احملهن', 'معي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
3002,"الرجل : جننتيني في هالذهبات , من وقت ما طلعنا وانت تقولي الذهبات , اللي بسمع بقول عندك خوات الماز , كلو حلق وإسواره فضة , انزلي ركبيني يا بنت الحلال السماط ذبحني","['الرجل', ':', 'جننتيني', 'في', 'هالذهبات', ',', 'من', 'وقت', 'ما', 'طلعنا', 'وانت', 'تقولي', 'الذهبات', ',', 'اللي', 'بسمع', 'بقول', 'عندك', 'خوات', 'الماز', ',', 'كلو', 'حلق', 'وإسواره', 'فضة', ',', 'انزلي', 'ركبيني', 'يا', 'بنت', 'الحلال', 'السماط', 'ذبحني']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
3003,"المرأة : حسب توقعاتك بما انك استاذ تاريخ ومتعلم , قديش بدها المعركة تتخلص ?","['المرأة', ':', 'حسب', 'توقعاتك', 'بما', 'انك', 'استاذ', 'تاريخ', 'ومتعلم', ',', 'قديش', 'بدها', 'المعركة', 'تتخلص', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'I-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Palestine
3004,"الرجل : حسب توقعاتي نص ساعة زمن , 10 جيوش هدولا والله لو تفوا عليهم ليغرقوهم , هي بالكثير جمعة زمان , والله لنرجع تلاقي الذهبات محلهن , ركبيني السماط قتلني","['الرجل', ':', 'حسب', 'توقعاتي', 'نص', 'ساعة', 'زمن', ',', '10', 'جيوش', 'هدولا', 'والله', 'لو', 'تفوا', 'عليهم', 'ليغرقوهم', ',', 'هي', 'بالكثير', 'جمعة', 'زمان', ',', 'والله', 'لنرجع', 'تلاقي', 'الذهبات', 'محلهن', ',', 'ركبيني', 'السماط', 'قتلني']","['O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
3005,الرجل : طالعة طالعة,"['الرجل', ':', 'طالعة', 'طالعة']","['O', 'O', 'O', 'O']",Syria
3006,المرأة : تصدر صوت مشي الحمار,"['المرأة', ':', 'تصدر', 'صوت', 'مشي', 'الحمار']","['O', 'O', 'O', 'O', 'O', 'O']",Sudan
3007,الرجل : اسحبي اسحبي بس انت طالعة,"['الرجل', ':', 'اسحبي', 'اسحبي', 'بس', 'انت', 'طالعة']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
3008,نرى ونسمع صوت طائرة قديمة في السماء,"['نرى', 'ونسمع', 'صوت', 'طائرة', 'قديمة', 'في', 'السماء']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Algeria
3009,"الرجل : ( الى الطائرة ) طالعة طالعة من عندك اضرب , اسحب","['الرجل', ':', '(', 'الى', 'الطائرة', ')', 'طالعة', 'طالعة', 'من', 'عندك', 'اضرب', ',', 'اسحب']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
3010,الرجل : ع مهلك السماط قتلني,"['الرجل', ':', 'ع', 'مهلك', 'السماط', 'قتلني']","['O', 'O', 'O', 'O', 'O', 'O']",Syria
3011,في منطقة خلاء كأنها حدود بين الدول . مقهى عليه آرمة كبيرة مكتوب عليها ( كوفي شوب لاجئ بإدارة عاطف ),"['في', 'منطقة', 'خلاء', 'كأنها', 'حدود', 'بين', 'الدول', '.', 'مقهى', 'عليه', 'آرمة', 'كبيرة', 'مكتوب', 'عليها', '(', 'كوفي', 'شوب', 'لاجئ', 'بإدارة', 'عاطف', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O']",Jordan
3012,"بعض من مستلزمات القهوة مثل كاسات , فناجين , غلايات , طاولات وكراسي قديمة , راديو قديم في المقهى . جميع مستلزمات المقهى بسيطة جدا ومهترئة نسبيا .","['بعض', 'من', 'مستلزمات', 'القهوة', 'مثل', 'كاسات', ',', 'فناجين', ',', 'غلايات', ',', 'طاولات', 'وكراسي', 'قديمة', ',', 'راديو', 'قديم', 'في', 'المقهى', '.', 'جميع', 'مستلزمات', 'المقهى', 'بسيطة', 'جدا', 'ومهترئة', 'نسبيا', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
3013,مجاميع من المهاجرين قادمة بإتجاه المقهى يحملون حقائب وفرشات . . . الخ,"['مجاميع', 'من', 'المهاجرين', 'قادمة', 'بإتجاه', 'المقهى', 'يحملون', 'حقائب', 'وفرشات', '.', '.', '.', 'الخ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
3014,"عاطف : يا ميت اهلا وسهلا بالاخوان , نور البار قصدي الكوفي شوب","['عاطف', ':', 'يا', 'ميت', 'اهلا', 'وسهلا', 'بالاخوان', ',', 'نور', 'البار', 'قصدي', 'الكوفي', 'شوب']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Morocco
3015,يبدأ الوافدون التسليم على عاطف,"['يبدأ', 'الوافدون', 'التسليم', 'على', 'عاطف']","['O', 'O', 'O', 'O', 'B-PERS']",Oman
3016,مهند : انا مش ملحق بدي بارت تايم,"['مهند', ':', 'انا', 'مش', 'ملحق', 'بدي', 'بارت', 'تايم']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
3017,"عاطف : وصل النفط , وصل الدولار . . . يا هلا يا هلا , اكيد الاخوان قطرية , هذا مش ربيع هذا مربعنية , هلا بالقطرية","['عاطف', ':', 'وصل', 'النفط', ',', 'وصل', 'الدولار', '.', '.', '.', 'يا', 'هلا', 'يا', 'هلا', ',', 'اكيد', 'الاخوان', 'قطرية', ',', 'هذا', 'مش', 'ربيع', 'هذا', 'مربعنية', ',', 'هلا', 'بالقطرية']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-MONEY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
3018,"البحريني : علامك تخربش , اخوك من البحرين","['البحريني', ':', 'علامك', 'تخربش', ',', 'اخوك', 'من', 'البحرين']","['B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE']",Yemen
3019,"عاطف : مش المهم في نفط . يا هلا يا هلا . اهلا وسهلا في الجميع , وما حدش يقولي سني ولا شيعي , احنا هونا واحد , في كوفي شوب لاجئ لا مجال للطائفية وفصل الدين عن الدولة . ( ينظر الى مهند الواقف بشكل صنم لا يفهم ما يجري حوله )","['عاطف', ':', 'مش', 'المهم', 'في', 'نفط', '.', 'يا', 'هلا', 'يا', 'هلا', '.', 'اهلا', 'وسهلا', 'في', 'الجميع', ',', 'وما', 'حدش', 'يقولي', 'سني', 'ولا', 'شيعي', ',', 'احنا', 'هونا', 'واحد', ',', 'في', 'كوفي', 'شوب', 'لاجئ', 'لا', 'مجال', 'للطائفية', 'وفصل', 'الدين', 'عن', 'الدولة', '.', '(', 'ينظر', 'الى', 'مهند', 'الواقف', 'بشكل', 'صنم', 'لا', 'يفهم', 'ما', 'يجري', 'حوله', ')']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Yemen
3020,"مهند , مالك مبلم مالك ملصم , حرك حالك , اسمع البحرينية دير بالك عليهم دفيعة الشباب , اسمع اخوانا في الخليج بحبوا السهر والجو . بدي اطج تلفون لسرين عبد النور الليلة ضروري تيجي تحيي حفلة عنا","['مهند', ',', 'مالك', 'مبلم', 'مالك', 'ملصم', ',', 'حرك', 'حالك', ',', 'اسمع', 'البحرينية', 'دير', 'بالك', 'عليهم', 'دفيعة', 'الشباب', ',', 'اسمع', 'اخوانا', 'في', 'الخليج', 'بحبوا', 'السهر', 'والجو', '.', 'بدي', 'اطج', 'تلفون', 'لسرين', 'عبد', 'النور', 'الليلة', 'ضروري', 'تيجي', 'تحيي', 'حفلة', 'عنا']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'B-TIME', 'O', 'O', 'O', 'O', 'O']",Syria
3021,"الرجل : لك صباح حبيبة ألبي , لك مهجة عيني امشي والله انا خايف عليكي","['الرجل', ':', 'لك', 'صباح', 'حبيبة', 'ألبي', ',', 'لك', 'مهجة', 'عيني', 'امشي', 'والله', 'انا', 'خايف', 'عليكي']","['O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Yemen
3022,"قصي : لك يا بنت عمي يا صباح , انا خايف عليكي حرقوا الاخضر واليابس , يلعن ابو المصاري ع ابو البيوت ع ابو الاوطان كلها , أي هو الوطن بدون الانشان شو بسوى ? لك يلا مشي","['قصي', ':', 'لك', 'يا', 'بنت', 'عمي', 'يا', 'صباح', ',', 'انا', 'خايف', 'عليكي', 'حرقوا', 'الاخضر', 'واليابس', ',', 'يلعن', 'ابو', 'المصاري', 'ع', 'ابو', 'البيوت', 'ع', 'ابو', 'الاوطان', 'كلها', ',', 'أي', 'هو', 'الوطن', 'بدون', 'الانشان', 'شو', 'بسوى', '?', 'لك', 'يلا', 'مشي']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
3023,"عاطف : صباح لك فوتي اختي , شو الدعوة ? اخ قصي يا ميت اهلا وسهلا","['عاطف', ':', 'صباح', 'لك', 'فوتي', 'اختي', ',', 'شو', 'الدعوة', '?', 'اخ', 'قصي', 'يا', 'ميت', 'اهلا', 'وسهلا']","['B-PERS', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O']",Jordan
3024,عاطف : اخوكي عاطف مدير عام الكرفي شوب,"['عاطف', ':', 'اخوكي', 'عاطف', 'مدير', 'عام', 'الكرفي', 'شوب']","['B-PERS', 'O', 'O', 'B-PERS', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC']",Jordan
3025,"عاطف : اه خودي منو لقصي جمعة وبترجعي , انا فلسطيني صارلي 80 سنة هون لسى ما كملت ال 100","['عاطف', ':', 'اه', 'خودي', 'منو', 'لقصي', 'جمعة', 'وبترجعي', ',', 'انا', 'فلسطيني', 'صارلي', '80', 'سنة', 'هون', 'لسى', 'ما', 'كملت', 'ال', '100']","['B-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'B-DATE', 'O', 'O', 'O', 'B-NORP', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL']",Jordan
3026,"صباح : ايه طمنتني , يفرح قلبلك يا حق","['صباح', ':', 'ايه', 'طمنتني', ',', 'يفرح', 'قلبلك', 'يا', 'حق']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
3027,"عاطف : تفضل اخ قصي , بس عفوا عندي سؤال , حضرتك قصي خولي الممثل ?","['عاطف', ':', 'تفضل', 'اخ', 'قصي', ',', 'بس', 'عفوا', 'عندي', 'سؤال', ',', 'حضرتك', 'قصي', 'خولي', 'الممثل', '?']","['B-PERS', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O']",Syria
3028,قصي : لا بس بشبهوا كتير,"['قصي', ':', 'لا', 'بس', 'بشبهوا', 'كتير']","['B-PERS', 'O', 'O', 'O', 'O', 'O']",Syria
3029,"عاطف : الخالق الناطق هو , اتفضلوا . . . ( ينظر الى مهند يراه واقفا ومسطول ) انت بس خليك مبلم فيه . . . اسمع هدولا السوية مسخمين مفلسين ENGLISHTEXT , أي اشي بطلبوا سجلوا ع حساب الليبية .","['عاطف', ':', 'الخالق', 'الناطق', 'هو', ',', 'اتفضلوا', '.', '.', '.', '(', 'ينظر', 'الى', 'مهند', 'يراه', 'واقفا', 'ومسطول', ')', 'انت', 'بس', 'خليك', 'مبلم', 'فيه', '.', '.', '.', 'اسمع', 'هدولا', 'السوية', 'مسخمين', 'مفلسين', 'ENGLISHTEXT', ',', 'أي', 'اشي', 'بطلبوا', 'سجلوا', 'ع', 'حساب', 'الليبية', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
3030,"الدنيا مساء , الجميع جالس حول النار . عاطف جالس في الوسط يؤرجل ومهند يهوي على الارجيلة , الجميع جالس حول عاطف كأنه قائد المجموعة . الجميع فارش فرشاته على الارض , كاسات شاي الجميع .","['الدنيا', 'مساء', ',', 'الجميع', 'جالس', 'حول', 'النار', '.', 'عاطف', 'جالس', 'في', 'الوسط', 'يؤرجل', 'ومهند', 'يهوي', 'على', 'الارجيلة', ',', 'الجميع', 'جالس', 'حول', 'عاطف', 'كأنه', 'قائد', 'المجموعة', '.', 'الجميع', 'فارش', 'فرشاته', 'على', 'الارض', ',', 'كاسات', 'شاي', 'الجميع', '.']","['O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
3031,"البحريني : اقول يا عاطف , انتو الفلسطينية عندكو كتير في هذا المجال , لوين تنصحني الفي انا والشباب ?","['البحريني', ':', 'اقول', 'يا', 'عاطف', ',', 'انتو', 'الفلسطينية', 'عندكو', 'كتير', 'في', 'هذا', 'المجال', ',', 'لوين', 'تنصحني', 'الفي', 'انا', 'والشباب', '?']","['O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
3032,عاطف : عفوا,"['عاطف', ':', 'عفوا']","['B-PERS', 'O', 'O']",Sudan
3033,البحريني : انت حسب ال,"['البحريني', ':', 'انت', 'حسب', 'ال']","['O', 'O', 'O', 'O', 'O']",Iraq
3034,البحريني : يعني وين نصفي ?,"['البحريني', ':', 'يعني', 'وين', 'نصفي', '?']","['O', 'O', 'O', 'O', 'O', 'O']",Libya
3035,قصي : يعني استاذ عاطف قصدوا لوين يروحوا ?,"['قصي', ':', 'يعني', 'استاذ', 'عاطف', 'قصدوا', 'لوين', 'يروحوا', '?']","['B-PERS', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O']",Qatar
3036,صباح : يعني وين يقعدوا ويستقروا قصدون,"['صباح', ':', 'يعني', 'وين', 'يقعدوا', 'ويستقروا', 'قصدون']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
3037,"عاطف : حسب ال الاردن للأمانة كانوا ممتازين معنا وجنسونا وكل شي تمام , لبنان اوعى تلفي عليها , غير الزينكوا وصوبة علاء الدين ما فش","['عاطف', ':', 'حسب', 'ال', 'الاردن', 'للأمانة', 'كانوا', 'ممتازين', 'معنا', 'وجنسونا', 'وكل', 'شي', 'تمام', ',', 'لبنان', 'اوعى', 'تلفي', 'عليها', ',', 'غير', 'الزينكوا', 'وصوبة', 'علاء', 'الدين', 'ما', 'فش']","['B-PERS', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O']",Lebanon
3038,"صباح : لك شو بكن قلبتوها مناحة , ليكن كل العالم بتعرف عنا وواقفة معنا , ووعدونا اسبوع زمان تبقى الخيمة منصوبة والرز والسكر والمونة متوفرة , توكلو على الله , لك استاذ عاطف فرفشنا شوي مش وعدتنا بحفلة , وينها الست سيرين لهلا","['صباح', ':', 'لك', 'شو', 'بكن', 'قلبتوها', 'مناحة', ',', 'ليكن', 'كل', 'العالم', 'بتعرف', 'عنا', 'وواقفة', 'معنا', ',', 'ووعدونا', 'اسبوع', 'زمان', 'تبقى', 'الخيمة', 'منصوبة', 'والرز', 'والسكر', 'والمونة', 'متوفرة', ',', 'توكلو', 'على', 'الله', ',', 'لك', 'استاذ', 'عاطف', 'فرفشنا', 'شوي', 'مش', 'وعدتنا', 'بحفلة', ',', 'وينها', 'الست', 'سيرين', 'لهلا']","['B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O']",Syria
3039,عاطف : مشغولة حكيت مع مريم,"['عاطف', ':', 'مشغولة', 'حكيت', 'مع', 'مريم']","['B-PERS', 'O', 'O', 'O', 'O', 'B-PERS']",Syria
3040,عاطف : مريم فارس,"['عاطف', ':', 'مريم', 'فارس']","['B-PERS', 'O', 'B-PERS', 'I-PERS']",Saudi Arabia
