Sentence_id,sentence
2899,"حلوة : فتاة جميلة"
2900,"طرطيرة : سيارة بثلاث عجلات"
2901,"عفسه : ضربه بالسيارة وقضى عليه"
2902,"زلمة : رجل شجاع وقوي"
2903,"شبك : ماذا بك"
2904,"جدي : والد أبي أو أمي"
2905,"ستي : والدة أمي أو أبي"
2906,"كزدورة : مشوار"
2907,"التبسة : المنفضة للسجائر"
2908,"كماجة : رغيف خبز"
2910,"الشايع : مذمة للشخص"
2911,"سهتان : صفنان"
2912,"تلقح : تسطح"
2913,"متنفّس : تعبان"
2914,"ناهي : فاخر"
2915,"سداجة : سجادة"
2916,"وسكان أو وزكان : أي حتى ولو"
2917,"عالحيرك : بسرعة"
2918,"مخلوطا : عبارة عن عدس و خبز"
2919,"باطرش : أكلة من الباذنجان و اللحمة و البندورة"
2920,"جنابة : عصا أو هراوة"
2921,"شنتيانة : سلاح تقليدي في القتال"
2922,"دنيي سليماني : برد قارص"
2923,"عليي السخام : يمين مقدس"
2924,"مليان : ممتلئ"
2925,"دشرو : اتركه"
2926,"لأ ولو : تقال عند التعجب"
2927,"أتورة : برهة من الزمن"
2928,"مكسليت : دراجة هوائية"
2929,"بالزور : رغما عنه"
2930,"معلي : لا بأس"
2931,"عالحارك : بسرعة"
2932,"مي هون : ليست هنا"
2933,"ألفطو منيح : نظفه جيدا"
2934,"شلافيط : حار جدا"
2935,"سطامة : شخص غبي"
2936,"شي إنو : جزء صغير"
2937,"مشفتر : متكبر"
2938,"ماكينة مزوزقة : سيارة جميلة"
2939,"مبروك : مجنون"
2940,"سعره فليفلة يا الله : باهظ الثمن"
2941,"لحم بعجين : امرأة سمينة"
2942,"شايع : تقال للإنسان والجماد"
2943,"حيشاكم : بعيد من قبالكم"
2944,"سخاتير : أكلة عريقة"
2945,"مغنطيس : مغناطيس"
2946,"باجوء : الفم"
2947,"تسومم : تقال عند تناول الطعام"
2948,"معصمص : هزيل البنية"
2949,"مأرفع : وصل إلى حد اليبسان"
2950,"مألف : مسرع جدا"
2951,"زطي : شخص خروء"
2952,"فز : فم"
2953,"بقالة : غالبا ليس لها معنى"
2954,"جاطي : وعاء كبير"
2955,"بركدا : تقال عند وضع الاحتمالات"
2956,"ممضمينة : نوع من أنواع الحلوى"
2957,"لا تأس : لا تخاف"
2958,"دنك : مطأطأ الرأس"
2959,"إلطيلو : انتظره"
2960,"و بعج : وتقال عند التدرع"
2961,"خمير : شاي ثقيل"
2962,"سيلك : طريق ممهد"
2963,"لا تجور : لا تقسو"
2964,"مخشكر : وتقال عند الانتهاء من العمل"
2965,"بينبأ : يوصل إلى الطرف الآخر"
2966,"و إز كان : عدم المبالاة"
2967,"جنأ : صحن صغير"
2968,"أول عمن : أي في قديم الزمان"
2969,"ساقية : منتزه قرب مدينة حماه"
2970,"واحد حموي إجتو فاتورة المي 30000ل.س قال شو المطر نازل على حسابي السنة ؟؟؟"
2971,"س : كيف يبحث الحموي عن الأرنب ؟ ج : بيقلد صوت الجزرة !!!!!!!!!"
2972,"اثنين حموية فاتوا على كلية الطب : واحد طلع محاسب والثاني محامي"
2973,"في واحد حموي باع اللي فوقه واللي تحته واشترى اللي جنبه"
2974,"في واحد حموي سأل البائع : عندك تلفزيونات ملونة ؟ قلو البايع في ئلو الحموي بدي واحد أزرق"
2975,"في مرة واحد حموي اشترى لابنه آلة حاسبة و شال الصفر منشان ما يتصل دولي ؟؟؟؟؟؟"
2976,"في واحد حموي اتصل بالإطفاء وقال شو إذا ما في حريق ما منشوفكن"
2977,"في مرة حموية سمعو إنو جاي عاصفة عاحماه فا كتبو أول حماه : حلب ترحب بكم"
2978,"اثنين حموية كانوا عم يلعبوا شطرنج وعلى قد ما طولت المباراة معهم مات الملك بالجلطة"
2979,"بدوي حموي اشترى سيارة بي إم دبليو حديثة وفتح عل راديو فسمع هنا لندن قال شوووووو يا لطيف شو سريعة !!!!!!!!!!!!!!!"
2980,"ومرة كان في واحد حموي مسافر بالقطار وقعد جنبو واحد فقال اللي جنب الحموي : أنا بردان من الشباك فقاللو الحموي : تشرفنا وأنا حمدان من حماه"
2981,"واحد حموي معه قنبلة عم يلعب فيها إجى واحد وقاله شو عم تعمل هلق بتنفجر ...... فقال له لا تخاف معي قنبلة تاني"
2982,"سألوا واحد حموي : شو رأيك بالزواج المبكّر ؟ فقال : أي ساعة يعني ؟؟"
2983,"ليش الحموية خسروا بتجارة الموز ؟ لأنو كل ما يشوفوا موزة مايلة بيكبوها ؟"
2984,"مرة واحد حموي شاف خمسمية جديدة على الأرض فتلفت حواليه ولما ما شاف حدا قام شال الخمسمية الجديدة وحط محلها خمسمية قديمة"
2985,"حموي بيقول لمرته في عنا لبن قالتلو إيه قال لها في عنا عسل قالتلو إيه قال لها في عنا تمر قالتلو إيه قالها قومي عمليلنا بيتزا"
2986,"في واحد حموي اول مرة بحياتو بياكل علكة قام حلف يمين ما ينام الليل إلا لما يخلصها"
2987,"وحدة حموية قالها أبوها إجاكي أخ صغير قالتلو : بربك ؟ لا تقول لأمي خليها مفاجئة"
2988,"حموي ضرب أخوه كف قام سائلو أخوه هادا جد ولا مزح ؟ قالو جد قام قلو أخوه منيح لأني ما بتحمل مزح"
2989,"في حمويين بمقابلة عالتلفزيون سألت المذيعة الأول : سوريا بالنسبة إلك شو ؟ جاوبها سوريا أمي . سألت التاني سوريا بالنسبة إلك شو ؟ قال ما بقدر أحكي على أم رفيقي"
2990,"واحد حموي عمل عملية شافها نجحت ئام عملها مرة تانية"
2991,"نحني = نحنا"
2992,"سودِه = سودا"
2993,"يستر عالمحشي = يستر عليك"
2994,"لحمة بالصينية = لحمة بالصحن"
2995,"سختورة = أشّة"
2996,"داني = إدني"
2997,"حدي = حدا"
2998,"أترة = شوي"
2999,"أرواح = روح معي"
3000,"علّق الضو = شغل الضو"
3001,"كرجي الأرض = كنسي الأرض"
3002,"آظان = سخان الحمام"
3003,"جودلي = لحاف سميك"
3004,"مضى ، حاج ، خلص = كفى"
3005,"نبريج ، بربيج = خرطوم المياه"
3006,"خراطة = تنورة"
3007,"تتعوقوا = تتأخروا"
3008,"شن لبن = خفق لبن"
3009,"ألشين = يقصد بها الجوارب"
3010,"شوبيك : هي بالحواضري ما بالك وتكون الإجابة ) ما بو بلا ("
3011,"من كعب الدست : شغلة كبيرة أو ( أخت أختها بالشامي )"
3012,"جأمتني : أي طعجتني بكلامك والمجؤوم هو صاحب الحنك الملتوي"
3013,"برطاش : وهو الرخامة التي تكون أمام باب الحمام"
3014,"الشمندور : وهو أول ما يحلب من البقرة بعد أن تلد يؤكل مع القطايف و القطر"
3015,"الحردون : وهو حيوان زاحف يعرف بالضّب وهو من أقرباء أبو بريص"
3016,"حملت درب طْريقي : أي مشيت في طريقي"
3017,"الجئّات : وهي أمعاء الخروف التي تحشى و تطبخ مع الدراكيل لتصبح الأكلة ككل تعرف بالسختورة"
3018,"الدراكيل : جمع دركولة وهي القطعة المكوّرة من كرشة الخاروف والتي تعتبر المكون الرئيسي للسختورة"
3019,"رحت لعند المنّو : أي ذهبت إليه"
3020,"لا ياااااااا : اسم فعل مضارع بقصد الاستنكار معناه بالله عليك مع مراعاة مط الألف قدر المستطاع"
3021,"بغو : يستخدم هذا المصطلح للشيء الصغير والطري بحيث لم يكتمل نموه بعد أو لم يصبح قاص بعد"
3022,"مسخَمة : بمعنى مشحَرة و معترة"
3023,"استنطر : استنى"
3024,"صحلو : ناديلو"
3025,"هبرلو : سماعات الستريو"
3026,"شيعانين : بمعنى عمرو ما حدا يرت"
3027,"بغضر : بقدر"
3028,"ما بغضر : ما بقدر"
3029,"غناية : غنية"
3030,"بوفريوة : وهي الكستناء"
3031,"كرتعت ، ظنطرت : تجمدت من البرد"
3032,"حئااااا ؟ : اسم فعل مضارع يفيد الاستفهام بمعنى هل هذا صحيح"
3033,"ترّك : اترك من يدك"
3034,"اتناوأ : بمعنى اتطلع"
3035,"قبّوع أو أبّوع : هو بوري البوظة أو البوشار ) قمع ("
3036,"تلأح ، تشطح : استلقى"
3037,"لأ إي : وتلفظ بسرعة لئي بمعنى مبلا"
3038,"يقطع خملك : بمعنى يحرء حريشك"
3039,"الله يهمّدك : من الهمود أي الركود"
3040,"الله يلكعك : يلكع أي يعسر أمراً"
3041,"أبو خبيت : بالجهنم"
3042,"و خنان قبرصي : بمعنى وجع"
3043,"ركوة : دولة القهوة"
3044,"عَجو : بذر الزيتون"
3045,"بلا مَرائة ) مشتقة من مرقة الطبخ ( : بلا مياعة و سقالة"
3046,"سمْكة : سمَكة"
3047,"تدقك نقشة : العين تطرقك"
3048,"لا تنحرني : لا تنكشني"
3049,"يا سماااااااا : مثلا بدل ما نادي لشخص باسموا بقلو ياسماااااااا"
3050,"كسر الكندرة من الخلف .... شغلة طبيعية عند الرجل الحواضري أول ما بيشتري الكندرة لازم يكسرها برجله"
3051,"الشاروخ والصندل هذه مفردات لأنواع من الأحذية الصيفية والشاروخ على وجه الخصوص هو من إبتكار حموي وله سمعة عالمية وخصوصا في دول الخليج وذلك للمهارة في صنعته"
3052,"حلاوة الجبن : مشهورة بدون ما أحكي عنها"
3053,"شعيبيات : عجينة محشية قشطة حموية ومنحط فوقها قطر"
3054,"سيالات : عجينة القطايف العصافيري نفسها بس بحجم أكبر منحطهم فوق بعض بعد تسخينهم بالسمن الحموي ومنرش فوقهم سكر وقرفة وجوز"
3055,"بغاجا : عجينة ممدودة بالصينية محشيه قشطة حموية ومرشوش فوقها سكر ناعم"
3056,"مغطوط : خبز تنور منغطه بحليب سميك شوي ومنرش فوقه سكر"
3057,"ملاحظة : جميع الأكل بينعمل بالسمن الحموي مشان هيك الجلطات و عمليات القصطرة شغالة على أبو جنب بحماه"
3058,"ملاحظة تانية : معروفين الحموية بشرب اللبن كتير ولو بيطلع بإيدهم بيشربوه مع البقلاوة"
3059,"لك شو يا خيوه : ماذا تريد"
3060,"اعطيني جبسية : أعطني بطيخة"
3061,"شرابة : قطعة سكر أو بونبونة"
3062,"دفعو صواب بالشنتيانة جاب أجلو .... أي ضربه ضربا مبرّحا بالسلاح الأبيض"
3063,"بايجة : بمعنى حضيرة حيوانات"
3064,"طراحة : بمعنى فراش"
3065,"وسادة : بمعنى مخدة"
3066,"نجقو : بمعنى ضربه ضربا مبرّحا"
3067,"دماج : بمعنى بوكس"
3068,"صنجب : بمعنى حشش"
3069,"حبلة أو سنسالة : سياج من الحجارة"
3070,"سمهدان مجلج : أي بمعنى سندان حديدي متسخ"
3071,"مقعطل : بمعنى متسخ"
3072,"ها : ماذا تريد ؟"
3073,"لكاليك : جوارب"
3074,"كبوت : معطف"
3075,"طريزينة : عربة بثلاث دواليب"
3076,"جماقة : بركة ماء"
3077,"قطك : هل فعلتها مسبقاً"
3078,"هظاك : ذلك"
3079,"مقحطة : باردة جدا"
3080,"يا غبصة : تقال للمرأة قليلة الحظ"
3081,"قهقور : مجموعة من الحجارة مرصوفة فوق بعضها"
3082,"مجن : امسك بحذر"
3083,"بسطار : حذاء"
3084,"مضبجة : بمعنى دخان كثيف"
3085,"حبة : بمعنى قبلة أو بوسة"
3086,"فج : بمعنى فم"
3087,"خشم : أنف"
3088,"انقلع : اذهب من هنا"
3089,"غبص : مشا بالوحل"
3090,"هوشة : مشاجرة"
3091,"دلبوش : حجر متوسط"
3092,"جمشة : حجر كبير"
3093,"قُفة : وعاء يستعمل لنقل المواد من بحص و رمل و خلافه"
3094,"كردن - سطل : وعاء للماء أو الحليب أو اللبن"
3095,"قطوة - حلة : نصف برميل حديد لسلق القمح او غيره"
3096,"حابوز : خزان ماء أرضي مبني من البلوك"
3097,"مطوى : عبارة عن رف من الاسمنت داخل الغرفة يستخدم للفرش بكون اله مكان داخل الجدار"
3098,"لوكندة : مكان للجلوس مثل المخبأ"
3099,"عطول مدكن باللوكندة ????????"
3099,"عطول مدكن باللوكندة 😂😂"
3100,"خلقينة - خابية : وعاء فخاري لحفظ الماء يعني متل الترامس بهالأيام وبتعطي برودة للماء"
3101,"هبدوو هواة عقفاه ، ولا عطس : يعني ضربو ضربة على راسه من وراه بعصاية نشافة أو بعصاية كريك ، وقع بأرضه و أغمى عليه"
3102,"المزراق : رمح قصير أو رمح خفيف يقذف باليد"
3103,"المسلسلات البدوية المشهد الأول :"
3104,"ابن العم : قوج يا بنت العم"
3105,"البنت : هذا أنت يالخسيس"
3106,"ولد العم : له له له ... علامج يا بنت عمي ... السلام لله"
3107,"البنت : عليك السلام ... مير عاد ما هي من علوم العرب أنك تتصيد بنات القبيلة عند الغدير"
3108,"ابن العم : له يا بنت العم أنا جيت اسقي افرسي و شفتج و سلمت عليج"
3109,"البنت : أقول أمش بدربك والله لوكندة يدري أبوي الشيخ بسواياك كان قطع راسك و رماه للجلاب بالبريه ...!!!!"
3110,"المشهد الثاني :"
3111,"الغريب : قوج يا بنت الأجواد"
3112,"البنت : قويت يالأخو"
3113,"الغريب : المن ها الديرة ؟"
3114,"البنت : هاذي ديرة الشيخ مناور كان تعرفه"
3115,"الغريب : والله والنعم والسبعة أنعام بيش وبالشيخ مناور"
3116,"الغريب : وكاد أنك بنت الشيخ ؟؟"
3117,"البنت : عز الله إنك صدقت"
3118,"الغريب : أقول وش إسمك يا بنت الأجواد ؟؟"
3119,"البنت : اسمي ما تشوفه إلا بالليل"
3120,"الغريب : هلا ب قمر ????"
3120,"الغريب : هلا ب قمر 😊"
3121,"البنت : وأنت وش اسمك يا الأخو ؟"
3122,"الغريب : اسمي على جنبي"
3123,"البنت : هلا ب سيف"
3124,"الغريب : هلا بيك والله"
3125,"البنت : أقول يا ضيف الرحمن تفضل عندنا حياك بمجلس الشيخ مناور"
3126,"ثم يتبادلون النظرات و الابتسامات والخسيسة ولد عمها سلم عليها بس سلام مسحت به بلاط الغدير ... ولو أنه الغدير ما فيه بلاط"
3127,"مبارح شفت صديق قديم بخيل بالصدفة وعزمني عالغدا عندو اليوم"
3128,"رحت لعندو وفتت قعدنا وصرنا نتحدث لوقت ما مرتو جهزت الغدا وجابت صحن رز كبير وحطيته عالطاولة ... وصرنا ناكل رز أنا ورفيقي"
3129,"وكل دقيقتين تفوت مرتو من الباب وتسأل : فوت الجاج ؟؟ ويقلها زوجها على مهل ... ترجع بعد شوي تسأل فوت جاج ؟؟ ويقلها على مهل"
3130,"وأنا سلت كرشي صرت قول لرفيقي لك خليها تفوتو وهو يقلي لا على مهل كول رز كول"
3131,"بعدا خلصت وقلتلو الحمدلله شبعت ..."
3132,"صاح لمرتو وقلها يلا فوتي الجاج"
3133,"ولا فوتت جاج عايش عالغرفة ياكل الرز المهرهر عالأرض"
3134,"رح نودع سنة ونستقبل سنة جديدة والكهربا مقطوعة ... والانفيرتر مضروب ... والكهربا ضعيفة لما تجي ما بتشغل شاحن البطارية ... وبرد وبدون مطر و منصكصك ... و 50 لتر مازوت قاطشين منهن 5 لتورة ... والخبز لكل نفر رغيف كل يوم ... وحياة مقعطلة قولة جيرانا الدواعلة ... وفوق هيك في ناس بدها تحتفل قال وتشتري بروستد وكاتو مزين ع هالحياة اللايقة بدهم يحتفلوا يعني ؟؟؟"
3135,"يا صاحبي بعطيك بعض البيانات و اعطيك عني يا بن الأجواد نظرة"
3136,"ما جيت أنا للفيس قصدي علاقات ولا جيت ادور من ورا الفيس شهرة"
3137,"اللي معي بالفيس اخوان و أخوات مع النشاما نقضي الليل سهرة"
3138,"حنا الحوارنة لنا كرامة وعادات الله خلق الطيب بالعرب عامة وبالحوارنة خاصة فطرة"
3139,"و القصد يعلمه علام السموات عساك تأخذ من هل العرف عبرة"
3140,"شبنه يعني أغلقه بإحكام"
3141,"شبنه بعض الناس تعني مو عاجبينك"
3142,"شملة تعني المنديل"
3143,"الشبنه إغلاق الباب بشيء من جنزير مثلا أو غيره"
3144,"و الشملة أي غطاء يوضع على الكتف"
3145,"فعل شَقَّح يلي يستخدم باللهجة الحورانية لوصف تقطيع البطيخة هو فعل عربي قح ... ومعناه كسر .."
3146,"ثليثي يلي تستخدم في اللهجة الحورانية لوصف الرأس الكبير أيضاً كلمة عربية قح تصف الشيء إذا ما تمّت مضاعفته لثلاثة وهي تعبّر عن كبر حجم الرأس"
3147,"وكلمة قوماني أيضاً المستخدمة في اللهجة الحورانية هي كلمة عربية قح معناها الاستفتاح والاستعجاب"
3148,"جُغمة بضم الجيم كلمة من اللهجة الحورانية كلمة عربية فصيحة ، وهي تعني رشفة أي شرب القليل من الماء أو مشروب ما"
3149,"نقول مثلا : اسقني جغمة ماء فعلها يجغم الأمر منها : اجغم"
3150,"عليش : عليك"
3151,"منشِ : منكِ"
3152,"بيشِ : بكِ"
3153,"قال قيس بن الملوّح ) مجنون ليلى ( :"
3154,"فعيناش عيناها و لونشِ لونها ... ولكن عظم الساق منشِ دقيق"
3155,"أنشدنا ابن الأعرابي وقال :"
3156,"عليَّ فيما أبتغي أبغيش .... بيضاء ترضيني ولا ترضيش"
3157,"إذا دنوت جَعَلت تدنيشِ .... و إن نئيت جَعَلت تنئيش"
3158,"يستخدم أهل حوران من لهجة أهل نجد إسناد الفعل إلى نون النسوة مثل قولهم : راحن ، قامن ، مشن"
3159,"و يقولون لجماعة الذكور : امشو ارمو وللمفرد : امشي ارمي ولجماعة النساء امشن ارمن"
3160,"هذاك ، هذيك : أسماء الإشارة للمفرد"
3161,"هذولا : هؤلاء"
3162,"انطي : اعطي"
3163,"أرضايات : جمع أرض"
3164,"هوايات : جمع هواء"
3165,"ميات : جمع ماء"
3166,"تعلم اللهجة الحورانية وما رح تتعلم لو تفطس ، تفطس يعني تموت"
3167,"هاظا : هذا"
3168,"هظهيه : هذه"
3169,"هظاك هوا : هذاك هوا"
3170,"هظهو : هذا هوا"
3171,"هظهم : هاهما"
3172,"وينو : أين هو"
3173,"وين حطيتو : أين وضعته"
3174,"لقيتو : لقد وجدته"
3175,"قرب جاي : اقترب مني"
3176,"بعد غاد : ابتعد قليلا في هذا الاتجاه"
3177,"وخر غاد : ارجع قليلا إلى الخلف"
3178,"هييته ناولني إياها : اعطني ذلك الشيء"
3179,"سولافه : حديث أو قصة"
3180,"سكر فجك أو باجوقك : اخرس أو أغلق فمك"
3181,"جافيني شرك : ارحل واحمل الشر معاك"
3182,"بلا لعلعة و لعمظة : كثير الكلام"
3183,"انجخم : اصمت و بدون حركة"
3184,"اخنب : النطق وإخراج الصوت من الأنف"
3185,"شتفاوي : الشخص الذي يستخدم يده اليسرى"
3186,"مكرسح : مشلول شلل"
3187,"عنقور : أعلى الرقبة"
3188,"اشرم : شق أو جرح قديم في الشفايف"
3189,"اثرم : فقدان الأسنان الأمامية"
3190,"ترعه : سقوط الحجارة من السياج أو الحائط"
3191,"بيدر : قطعة أرض نظيفة يجمع فيها القش"
3192,"باجي بكسر حناجك : تهديد بضرب مبرح على الوجه"
3193,"ما بدي اتلقط خطيتك : عدم الرغبة في حمل الذنب و الضرر في اتجاه شخص ما"
3194,"بهر سنانك : فقدان الأسنان عند الضرب"
3195,"مقلعط : قذر شديد الوساخة"
3196,"كباش : شعر طويل مجعد غير جميل"
3197,"شدوق : خدود أو جوانب الفم"
3198,"جويده أو جويد : جميلة"
3199,"عواذيق عقصة : سالف الشعر الظاهر من تحت الحجاب"
3200,"بلا جقم : منطق أعوج غير مستقيم"
3201,"لدن لهد : قليل الحركة ممل كسول"
3202,"عونطجي : مشاكس"
3203,"جاميليك يجمي : كتمان السر والحيلة بل الخداع"
3204,"متلبد أو لابد : الاختفاء خلف حجر أو حائط"
3205,"نطل أو منطل أو ينطل : هطول أو تسرب سائل مائي"
3206,"شرشر أو مشرشر أو بتشرشر : تسرب سائل دون علم"
3207,"سرتفيكه : شهادة السادس الابتدائي"
3208,"تتن : سجائر دخان"
3209,"يلعن دفه يللي خلفك : لعن وسب وشتم حيث دفه : عظام الصدري القفص الصدري"
3210,"كذه : كلمة تقال عند طرد كلب مثال : كذه يلعن أبو اللي ضابك"
3211,"ضابك : مربي معتني بل حيوان"
3212,"يلوح ، يشوح : إشارة من خلال اليد من بعد"
3213,"نمليه : ثلاجة بدائية الصنع من الخشب"
3214,"طنجيرة ، تنح : عنيد"
3215,"أخوث : أهبل"
3216,"لا تجحر : نظرة غضب ثاقبة"
3217,"اسع بورجيك : سترى ما سيحصل فيك"
3218,"قاروط العزه : الطفل الذي خلق بنفس يوم وفاة والده"
3219,"مباطحة : مصارعة على الأرض"
3220,"مردغة ، تعفير : مصارعة على التراب"
3221,"هواه : ضربه ضربة قاتلة سريعة"
3222,"شلوط : ظربه من القدم مثل الصاروخ"
3223,"جف : صفعه على الوجه"
3224,"دماج : ضربة قوية على الظهر"
3225,"دلبوش : حجر متوسط الحجم يستخدم في العنف"
3226,"جمشه : حجر صغير الحجم دائري يستخدم في العنف"
3227,"قطاعيه أو حنت : حجر مستطيل الشكل"
3228,"شقفه : قطعة من الحجر أثناء التكسير بل مطرقه"
3229,"مهده ، كزمه : مطرقة كبيرة وثقيلة الوزن"
3230,"مراجده : قتال بواسطة الحجارة"
3231,"انسف نسف : ضرب قوي عنيف"
3232,"البدو لبد أو هبدو هبد : المزيد من الضرب"
3233,"ورمو توريم : أورام في جميع أنحاء الجسم"
3234,"ارفش ابطنو : رفس من خلال الأقدام في البطن"
3235,"قدفو دم : التقيء من خلال الضرب"
3236,"كرسحو تكرسح : ضرب مبرح على الساق"
3237,"اكسحو كسح : فوز عليه أو فائز"
3238,"دحبورة لأو دعبولة : جسم دائري أو كروي"
3238,"دحبورة أو دعبولة : جسم دائري أو كروي"
3239,"طفاحيج : أقدام مقاس كبيرة جدا"
3240,"طح أو كرش : بطن"
3241,"اجرت ، املط : الرجل الذي لا يمتلك الشارب و اللحية"
3242,"اقبز ، قزعور ، زقده : رجل قصير القامة والحجم"
3243,"هامل ، داشر ، صايع : رجل لا يمتلك وظيفة أو عمل"
3244,"اشتر : رجل يمتلك عقل شديد الانحراف"
3245,"يعقد اركبك : عدم القدرة على السير بل أقدام"
3246,"حايم : شديد الدوران و البحث"
3247,"احدر أو حدر : انزل"
3248,"حول نقيل : جلوس و ستراحة تحت ظل الشجرة"
3249,"نقيل : استراحة أو قيلولة في الظل"
3250,"فيقني أو قيظني : الصحو والتنبيه من النوم"
3251,"سريت سروه بجير بدري : الانطلاق في الصباح الباكر"
3252,"نيالنا أو هنيالنا : كلمة تقال عند شدة الاهتمام"
3253,"الريق : لعاب الفم بعد شرب الماء قبل لا مستحيل"
3254,"برزه : خيمة أو غرفة العريس أثناء الدخلة"
3255,"ترويقه أو صبوح : الفطور الصباحي"
3256,"مصرمه : انسداد ثقب حلقة الأذن"
3257,"نفيخة : بالون"
3258,"حجله : لعبة شعبية للبنات"
3259,"فطبول : كرة القدم"
3260,"خبايه ، غمايه ، طره : لعبة شعبية للأولاد"
3261,"وحد وااه : لعبة شعبية للأولاد سقلة هذيك الأيام"
3262,"سقله : الرجوع إلى الذاكرة"
3263,"كريزه : لعبة شعبية للأولاد عبارة عند عجلة من الحديد من الدراجة الهوائية"
3264,"بسكليته : دراجة هوائية"
3265,"مازات دحاحل : لعبة شعبية للأولاد من الكرات الزجاجية"
3266,"نقفه ، كرنب : نوع من أنواع لعبة الدحاحل"
3267,"مكشة : مكنسة من القش"
3268,"جخيخة : بنت في سن الزواج مؤدبة و جميلة"
3269,"شنبر شرش عصبه دامر : لباس الزي الحوراني للنساء"
3270,"شطفه : طريقة من طرق لبس الحجاب"
3271,"كدوم كدمه : بروز الأسنان والفم إلى الأمام"
3272,"شناف : قطعة ذهبية توضع على الأنف"
3273,"حواه : عبارة عن قطعة قماشية تضعها المرأة عند حمل شيء ثقيل على الراس"
3274,"زقم بوز : شفايف صغيرة ذات بروز للأمام"
3275,"دناق : دنيء النفس على الأكل"
3276,"مبطون ، فجعان ، مفجوع : ظهور علامات الجوع عليه يعني جوع قديم"
3277,"هباال : بخار"
3278,"غطيطه : طقس في حالة ظباب"
3279,"حوراه : طقس في حالة صقيع جدا وجليد"
3280,"سقعه : طقس بارد جدا صقيع"
3281,"اشته : مطر"
3282,"بردى : مطر من حبات البرد"
3283,"جانون : كانون"
3284,"جماقه : مستنقع من الطين والوحل"
3285,"نقعه : كمية ماء على الطريق"
3286,"غبص : السير في مستنقع من الوحل"
3287,"وطيه صرماية : حذاء بلاستيكي الصنع"
3288,"شحاطة : نعل حذاء صيفي"
3289,"كرحوشة : حذاء قديم ملتعن عرضو من الخدمة"
3290,"جونه : سلة قش ملونة عمل يدوي من التراث"
3291,"منسفه : طبق من القش ملون عمل يدوي من التراث"
3292,"منسف : طبق من المعدن كبير خاص للولائم و المناسبات"
3293,"شكوه : خلاط لبن نوع ) فلبس ( بدائي الصنع من جلد الماعز يستخدم في صناعة الزبدة و السمن"
3294,"برغل : قمح مجروش"
3295,"رفيعه : برغل ناعم"
3296,"مليحي : شوربة لبن"
3297,"قدر : وعاء كبير من المعدن للطبخ"
3298,"موقدة : موقد نار"
3299,"جله : وقود حيواني بدائي الصنع"
3300,"وقيد : نوع من أنواع الحطب و الأعشاب"
3301,"حشيش : أعشاب ضارة"
3302,"شوب : طقس حار شديد"
3303,"القيض : فصل الصيف والحر الشديد"
3304,"حصيده : حصاد الموسم الزراعي"
3305,"بعل : أرض لا يوجد فيها مصدر ماء"
3306,"بوره : قطعة أرض غير مزروعة"
3307,"وعر وعره : أرض مليئة بل حجاره و الحصه"
3308,"قهقور : 5 حجار صغيرة الحجم فوق بعض"
3309,"رجم صبور : كومة من الحجارة الكبيرة"
3310,"روقهة : بقعة صخرية على وجه الأرض"
3311,"تبن : قش القمح والشعير الناعم ويستخدم لأكل البهايم و الأبقار"
3312,"عور : قش خشن ) تبن ("
3313,"قصل : نوع من أنواع التبن والقش"
3314,"خيشه : كيس مقاس كبير من الخيش"
3315,"جنفيص : نوع من أنواع الخيش"
3316,"شرشور : يستخدم لحمل أكياس الحبوب وهو من المعدن الحاد"
3317,"تبان : مخزن قش ) تبن ("
3318,"خان : بيت البهائم"
3319,"خشه : غرفة صغيرة تستخدم للمونة قديما"
3320,"عجلة : بنت البقرة"
3321,"بجيرة : بنت البقرة في سن البلوغ"
3322,"ثور : ذكر البقر"
3323,"نعجه : أنثى الغنم"
3324,"كبش : ذكر الغنم"
3325,"خاروف : ابن الغنم"
3326,"عابوره : بنت الغنم"
3327,"وردي : خاروف في عمر 2 شهر وما فوق"
3328,"عنزة : أنثى الماعز"
3329,"تيس : ذكر الماعز"
3330,"جدي : ابن الماعز"
3331,"صخله : بنت الماعز"
3332,"ثنيه ثليثية رباعية : تحديد عمر للبهائم في عمر سنتين وما فوق"
3333,"بجرية : تقال عند أول ولادة"
3334,"كدانه : شيء ما يوضع على عنق الحمار أثناء الحراثة وهو من التراث"
3335,"جحش : كر ابن لحمار"
3336,"جحشة : كرة بنت لحمارة"
3337,"اقديش : نوع من أنواع الخيول"
3338,"نغل : نوع من أنواع الخيول الأب حصان والأم حمار"
3339,"لجام أو رشم رسن : سلاسل معدنية وحبال تستخدم في ربط الخيل"
3340,"سجه أو وتد : قضيب من المعدن بحلقة تربط فيه البهائم"
3341,"اعتلي اعتليها : الركوب على أعلى ظهر الخيل"
3342,"قرقة : الدجاجة أثناء احتضان البيض"
3343,"صوص : ابن الديك و الدجاجة"
3344,"زغلول زغاليل : فراخ الحمام"
3345,"فرخة : بنت الدجاجة في سن البلوغ و المراهقة"
3346,"خم ، قن : بيت الدجاج"
3347,"جورن : حجر مجوف يوضع فيه الماء للدجاج"
3348,"زرعيه : عصفور الدوري"
3349,"بليقي : عصفور أبو البلق"
3350,"سمنه : عصفور أبو السمن"
3351,"خضارية : عصفور الخضري"
3352,"حنينيه : عصفور أبو الحن"
3353,"طقطقة : عصفور الطقطق"
3354,"جعطون ، مطوان ، فري : عصافير الموسم الزراعي"
