sentID.BTEC	split	lang	sent	sentiment
8180	corpus-6-train	MSA	"I want some wooden slides.
"	neutral
8181	corpus-6-train	MSA	"Does this have sunscreen?
"	neutral
8182	corpus-6-train	MSA	"Aren't you going to reconsider these terms of payment?
"	neutral
8183	corpus-6-test-corpus-26-train	MSA	"Boat with guide, please.
"	neutral
8185	corpus-6-dev	MSA	"I'm so sorry.
"	negative
8186	corpus-6-train	MSA	"Is this a train to Chicago?
"	neutral
8187	corpus-6-train	MSA	"How can I take a limo bus from here to there?
"	neutral
8188	corpus-6-train	MSA	"No, I'm sorry. I looked, but they're not there.
"	negative
8189	corpus-6-train	MSA	"Twenty-four color film, please.
"	positive
8193	corpus-6-test-corpus-26-train	MSA	"I'd like to order a dark suit for me.
"	neutral
8194	corpus-6-test-corpus-26-train	MSA	"This umbrella can be used as a walking stick.
"	neutral
8195	corpus-6-train	MSA	"How much is this tour?
"	neutral
8197	corpus-6-train	MSA	"Can I buy a ticket here?
"	neutral
8200	corpus-6-train	MSA	"I agree, but on some terms.
"	neutral
8202	corpus-6-test-corpus-26-test	MSA	"Do I have to leave all my luggage in the coat drop room?
"	neutral
8205	corpus-6-train	MSA	"Can I borrow a squash?
"	neutral
8206	corpus-6-train	MSA	"I'd like to join a night tour.
"	neutral
8207	corpus-6-train	MSA	"I want a color slice for this camera, please.
"	positive
8208	corpus-6-dev	MSA	"How much does it cost to go to Seattle?
"	neutral
8209	corpus-6-train	MSA	"When do we get to Seattle?
"	neutral
8210	corpus-6-test-corpus-26-train	MSA	"Please show me your passport.
"	neutral
8213	corpus-6-train	MSA	"Change my room, please. It's smelling weird.
"	negative
8215	corpus-6-train	MSA	"Which way to the museum?
"	neutral
8216	corpus-6-dev	MSA	"Full price, please.
"	neutral
8217	corpus-6-train	MSA	"Okay, we'll make you a nice table. Can I have your name?
"	positive
8223	corpus-6-dev	MSA	"My room faces a noisy street.
"	neutral
8224	corpus-6-train	MSA	"A bathroom with a shower, please.
"	neutral
8227	corpus-6-test-corpus-26-train	MSA	"Is there a place that accepts laundry on Sundays?
"	neutral
8228	corpus-6-train	MSA	"Oh, you got a high fever. How's your stomach?
"	negative
8229	corpus-6-train	MSA	"Great. There's so much to choose from.
"	positive
8233	corpus-6-test-corpus-26-train	MSA	"Cheese sandwich, please.
"	positive
8234	corpus-6-test-corpus-26-train	MSA	"What bus goes to Miami?
"	neutral
8236	corpus-6-test-corpus-26-train	MSA	"But no need to pay a bribe.
"	neutral
8239	corpus-6-train	MSA	"Give me a 20 cent stamp, please.
"	neutral
8240	corpus-6-train	MSA	"Is it better to call the police?
"	neutral
8243	corpus-6-train	MSA	"I'd like some nannies.
"	neutral
8244	corpus-6-train	MSA	"I think I'll take the limo.
"	neutral
8246	corpus-6-train	MSA	"I'd like some green salad.
"	positive
8248	corpus-6-test-corpus-26-train	MSA	"You can see one at Caringee Hall.
"	neutral
8250	corpus-6-test-corpus-26-train	MSA	"I'm not legally licensed.
"	neutral
8251	corpus-6-train	MSA	"When do you wake up tomorrow?
"	neutral
8252	corpus-6-train	MSA	"I want to go to the opera house. Where are her concerts?
"	positive
8253	corpus-6-train	MSA	"Can you show me the way to the nearest drugstore, please?
"	neutral
8254	corpus-6-train	MSA	"Will I have to change rooms if I extend my stay?
"	neutral
8255	corpus-6-train	MSA	"Book tomorrow, please.
"	neutral
8256	corpus-6-train	MSA	"She hates dishwashing.
"	negative
8257	corpus-6-dev	MSA	"He should be back at four this afternoon.
"	neutral
8258	corpus-6-train	MSA	"What's the tour frequency?
"	neutral
8261	corpus-6-train	MSA	"Get me some cotton cotton.
"	neutral
8262	corpus-6-train	MSA	"When can I get it ready if I order "" regular service ""?
"	neutral
8263	corpus-6-dev	MSA	"Please report my luggage loss.
"	negative
8264	corpus-6-train	MSA	"I'd like to book three seats for Cat on a Hot Tin Roof tomorrow night.
"	neutral
8265	corpus-6-train	MSA	"I'd like to stay at your hotel tomorrow night. Can you reserve a single room?
"	neutral
8266	corpus-6-train	MSA	"Is it a long walk?
"	neutral
8267	corpus-6-train	MSA	"Could you please replace it with another larger size number?
"	neutral
8268	corpus-6-train	MSA	"Three hundred, two fifty, five twenty, please.
"	neutral
8271	corpus-6-test-corpus-26-train	MSA	"What's the specialty of the store?
"	neutral
8273	corpus-6-train	MSA	"No, nothing at all.
"	neutral
8274	corpus-6-train	MSA	"I'd like to leave my luggage.
"	neutral
8277	corpus-6-train	MSA	"Could you sign the bill and the credit card receipt, please?
"	neutral
8278	corpus-6-train	MSA	"Please change dollars to pounds.
"	neutral
8279	corpus-6-train	MSA	"How long will it take to get to the Park Hotel by taxi?
"	neutral
8280	corpus-6-test-corpus-26-train	MSA	"I'd like to book an appointment with a doctor.
"	neutral
8283	corpus-6-train	MSA	"My purse was stolen when I was making a phone call.
"	negative
8284	corpus-6-train	MSA	"That's interesting. It'll be useful for a lot of companies.
"	positive
8285	corpus-6-train	MSA	"My name is Sato. I just called. I'd like to check in, please.
"	neutral
8286	corpus-6-train	MSA	"I'd like to get some stuff for Musk's face.
"	neutral
8288	corpus-6-train	MSA	"Can I leave the car at LaGuardia Airport?
"	neutral
8289	corpus-6-train	MSA	"Of course not. I'll write you as soon as I get home.
"	neutral
8290	corpus-6-train	MSA	"I'm stuck in traffic, and I don't think I'll be able to make it back on time.
"	negative
8291	corpus-6-test-corpus-26-dev	MSA	"See if there's a table available by the window for seven people tonight.
"	neutral
8294	corpus-6-train	MSA	"Do you have any vacant seats?
"	neutral
8295	corpus-6-test-corpus-26-train	MSA	"You don't mind if I come to your house?
"	neutral
8296	corpus-6-train	MSA	"I have a lot.
"	neutral
8297	corpus-6-dev	MSA	"I don't think it's right for me.
"	negative
8299	corpus-6-train	MSA	"I'd like to send this little package by regular mail to Japan.
"	neutral
8301	corpus-6-train	MSA	"A seat on the balcony, please.
"	neutral
8302	corpus-6-train	MSA	"I want a seat on the left.
"	neutral
8303	corpus-6-train	MSA	"This town is full of green spaces.
"	positive
8304	corpus-6-train	MSA	"Zero three three eight one four four three four five.
"	neutral
8305	corpus-6-test-corpus-26-train	MSA	"Looks like there's room for improvement.
"	positive
8308	corpus-6-train	MSA	"Do I have to wear a nightgown?
"	neutral
8309	corpus-6-dev	MSA	"Chianti, please.
"	positive
8311	corpus-6-train	MSA	"She was over the speed limit.
"	neutral
8313	corpus-6-dev	MSA	"I want grapefruit juice.
"	neutral
8316	corpus-6-test-corpus-26-train	MSA	"Where's the subway?
"	neutral
8321	corpus-6-train	MSA	"Can you knit my pants for me, please?
"	neutral
8326	corpus-6-train	MSA	"How much is a triple room without a shower?
"	neutral
8328	corpus-6-train	MSA	"I'm Mr. Tanaka in room twelve-zero-nine. I want a crew of new bath towels.
"	neutral
8334	corpus-6-test-corpus-26-train	MSA	"Do you have a smaller one?
"	neutral
8336	corpus-6-train	MSA	"Bite your teeth gently, please.
"	neutral
8338	corpus-6-test-corpus-26-train	MSA	"Where can I get an aspirin?
"	neutral
8339	corpus-6-train	MSA	"We're charging a cancellation fine.
"	negative
8341	corpus-6-train	MSA	"Can you get us two tickets?
"	neutral
8342	corpus-6-test-corpus-26-train	MSA	"That's the minimum price.
"	neutral
8343	corpus-6-train	MSA	"The price is six dollars and forty cents.
"	neutral
8347	corpus-6-train	MSA	"Can I see the list, please?
"	neutral
8349	corpus-6-test-corpus-26-train	MSA	"Please give me a valid permit for a week.
"	neutral
8351	corpus-6-train	MSA	"How much weight does this bag weigh?
"	neutral
8352	corpus-6-train	MSA	"That's not what I said before.
"	neutral
8353	corpus-6-train	MSA	"Where can I find a public phone?
"	neutral
8354	corpus-6-train	MSA	"A dive tour with a tube-shaped breathing glass, please.
"	neutral
8355	corpus-6-test-corpus-26-train	MSA	"This is my colleague.
"	neutral
8357	corpus-6-train	MSA	"Yeah, we're open all night.
"	positive
8358	corpus-6-test-corpus-26-train	MSA	"What kind of gasoline is there, super or ordinary or lead-free?
"	neutral
8360	corpus-6-train	MSA	"I would like to welcome you all here for the third annual meeting of the thousand nine hundred and one ninety.
"	positive
8361	corpus-6-train	MSA	"Who are the actors?
"	neutral
8362	corpus-6-train	MSA	"How much will it cost?
"	neutral
8363	corpus-6-train	MSA	"My name is Elizabeth.
"	neutral
8364	corpus-6-dev	MSA	"Is there a good place we can see in three hours?
"	neutral
8365	corpus-6-dev	MSA	"Where's the baggage claim voucher for the U.A. flight eight-zero-one?
"	neutral
8366	corpus-6-train	MSA	"Can you release a certificate for theft?
"	neutral
8367	corpus-6-train	MSA	"When do you want to meet?
"	neutral
8368	corpus-6-test-corpus-26-train	MSA	"Here's one.
"	neutral
8369	corpus-6-train	MSA	"The pool is blocked.
"	negative
8370	corpus-6-train	MSA	"We came to America from Japan yesterday.
"	neutral
8371	corpus-6-test-corpus-26-train	MSA	"I'm about to catch a cold.
"	negative
8372	corpus-6-train	MSA	"Where's the seat number?
"	neutral
8374	corpus-6-train	MSA	"By the way, do you have travel insurance for this trip?
"	neutral
8376	corpus-6-train	MSA	"I intend to stay for five days.
"	neutral
8377	corpus-6-train	MSA	"Where's the free market?
"	negative
8381	corpus-6-train	MSA	"I had a plane ticket in my bag.
"	neutral
8383	corpus-6-train	MSA	"I think I'm going to sleep.
"	neutral
8384	corpus-6-train	MSA	"Here it's a little too wide.
"	negative
8385	corpus-6-dev	MSA	"Please let me think for a second.
"	neutral
8386	corpus-6-train	MSA	"Is there a bar nearby I can go for a drink?
"	neutral
8388	corpus-6-train	MSA	"I'll be there in five minutes.
"	neutral
8389	corpus-6-train	MSA	"How long has she been living in the United States?
"	neutral
8390	corpus-6-train	MSA	"I want a dress capsule.
"	neutral
8391	corpus-6-dev	MSA	"Is there a curfew?
"	neutral
8392	corpus-6-train	MSA	"The color is fine, but the size is wrong.
"	negative
8393	corpus-6-train	MSA	"Japanese fireworks.
"	neutral
8395	corpus-6-dev	MSA	"Can I get front row seats now, or should I wait for the next show?
"	neutral
8397	corpus-6-train	MSA	"Well, in that case, I think I'd better try another company.
"	negative
8401	corpus-6-dev	MSA	"This year hurts.
"	negative
8403	corpus-6-train	MSA	"Another one, please.
"	neutral
8404	corpus-6-train	MSA	"How do you dress for a funeral?
"	neutral
8406	corpus-6-train	MSA	"When the red light comes on, press the button.
"	neutral
8407	corpus-6-train	MSA	"Zero zero three, Japanese Airlines.
"	neutral
8408	corpus-6-train	MSA	"How much for an hour?
"	neutral
8409	corpus-6-test-corpus-26-test	MSA	"It's closed on Mondays, but any other day would be fine. I think it's open from nine to five.
"	neutral
8414	corpus-6-train	MSA	"You have good luck, Mr. Suzuki.
"	positive
8415	corpus-6-train	MSA	"I have a bad back pain.
"	negative
8418	corpus-6-test-corpus-26-train	MSA	"It's a roasted snake with a special gravy on top of a slice of rice.
"	neutral
8419	corpus-6-train	MSA	"Can you recommend a soft drink?
"	neutral
8420	corpus-6-train	MSA	"I left my passport wrong somewhere.
"	negative
8421	corpus-6-train	MSA	"Well, I'll order a table set for you then, Mr. Kimura.
"	neutral
8423	corpus-6-train	MSA	"I want a toy car.
"	neutral
8424	corpus-6-train	MSA	"That's very nice.
"	positive
8425	corpus-6-train	MSA	"How long does it take?
"	neutral
8426	corpus-6-train	MSA	"Do I have to stand in line here?
"	neutral
8428	corpus-6-train	MSA	"The key that opens all the doors, please.
"	neutral
8429	corpus-6-train	MSA	"It's been a pleasure talking to you.
"	positive
8432	corpus-6-train	MSA	"Can I buy a ticket at the gate?
"	neutral
8435	corpus-6-test-corpus-26-train	MSA	"Let's celebrate, he said, and he took me to a bar. He said he was going to make a phone call and he left and never came back and I alone carried a huge bill.
"	positive
8438	corpus-6-train	MSA	"I've been feeling this way since last night.
"	negative
8439	corpus-6-train	MSA	"It's a little after four.
"	neutral
8440	corpus-6-train	MSA	"Japan is a fast-paced country.
"	neutral
8443	corpus-6-train	MSA	"Please be patient while we look for her.
"	neutral
8446	corpus-6-train	MSA	"I got it.
"	positive
8447	corpus-6-dev	MSA	"I have a rash. What medication cream is more effective?
"	neutral
8448	corpus-6-train	MSA	"Do you think tomorrow's picnic will be inside?
"	neutral
8449	corpus-6-train	MSA	"Yeah, I know some. Are you on a trip?
"	neutral
8450	corpus-6-train	MSA	"My name is Yoko Yamaoka. Can you change my flight booking?
"	neutral
8451	corpus-6-train	MSA	"I'd like to see a comedy about family life.
"	positive
8452	corpus-6-train	MSA	"Would you like coffee or tea?
"	neutral
8453	corpus-6-train	MSA	"I'm thinking of getting a Bachelor of Arts, but just some time.
"	neutral
8454	corpus-6-test-corpus-26-train	MSA	"How much is it for a gallon?
"	neutral
8456	corpus-6-test-corpus-26-train	MSA	"I had my passport and credit card in my pocket.
"	neutral
8457	corpus-6-train	MSA	"What's the special kind of restaurant?
"	neutral
8460	corpus-6-dev	MSA	"Happy dreams.
"	positive
8463	corpus-6-train	MSA	"I was born in a town about a hundred kilometers from here.
"	neutral
8465	corpus-6-train	MSA	"You'd better stay in your hotel room for a few days.
"	neutral
8468	corpus-6-dev	MSA	"I want something to treat my headache.
"	negative
8471	corpus-6-train	MSA	"It's my size.
"	neutral
8472	corpus-6-train	MSA	"This room is too hot.
"	negative
8474	corpus-6-train	MSA	"Are you sure?
"	neutral
8475	corpus-6-train	MSA	"Yeah, this is a better one.
"	positive
8478	corpus-6-train	MSA	"Daily necessities.
"	neutral
8479	corpus-6-train	MSA	"I dropped my camera on a hard surface.
"	negative
8480	corpus-6-train	MSA	"Can you show me something else?
"	neutral
8482	corpus-6-dev	MSA	"All I have is fifty dollars.
"	negative
8483	corpus-6-train	MSA	"Is there anything you can't eat?
"	neutral
8484	corpus-6-train	MSA	"I dropped a spoon.
"	negative
8485	corpus-6-test-corpus-26-train	MSA	"Reservations at seven, under the name Manu.
"	neutral
8486	corpus-6-dev	MSA	"Thank you. I'd love that.
"	positive
8487	corpus-6-train	MSA	"Anything would be fine.
"	positive
8488	corpus-6-dev	MSA	"I want cheap seats, if I can.
"	neutral
8489	corpus-6-dev	MSA	"A list of food types, please.
"	neutral
8490	corpus-6-train	MSA	"Where's the subway?
"	neutral
8492	corpus-6-train	MSA	"I get it. Where can I catch a bus?
"	neutral
8493	corpus-6-train	MSA	"Let's wait for help.
"	neutral
8494	corpus-6-train	MSA	"Her name is Miss Gregson, isn't it?
"	neutral
8495	corpus-6-test-corpus-26-train	MSA	"Don't you want a cup of tea?
"	neutral
8496	corpus-6-train	MSA	"Where can I play tennis?
"	neutral
8497	corpus-6-test-corpus-26-dev	MSA	"Can you tell me where I can find the Japanese consulate?
"	neutral
8498	corpus-6-train	MSA	"Can you show me that watch?
"	neutral
8499	corpus-6-train	MSA	"I'm cooking right now.
"	positive
8501	corpus-6-train	MSA	"What a surprise to meet you in the library.
"	positive
8502	corpus-6-train	MSA	"Do you have a tennis rack to rent?
"	neutral
8505	corpus-6-train	MSA	"It depends on which universities you graduated from.
"	neutral
8508	corpus-6-dev	MSA	"Oh, I understand. It's my fault. Sorry.
"	negative
8509	corpus-6-test-corpus-26-train	MSA	"Is there a doctor for the hotel or one in contact with the hotel?
"	neutral
8510	corpus-6-train	MSA	"I want something light.
"	neutral
8511	corpus-6-train	MSA	"Just two tickets, second class, to Edinburgh, please.
"	neutral
8512	corpus-6-dev	MSA	"Yeah, I'll be right there.
"	positive
8513	corpus-6-train	MSA	"I want a map of the subway lines, please.
"	neutral
8514	corpus-6-dev	MSA	"I wake up late on Sundays.
"	neutral
8516	corpus-6-test-corpus-26-train	MSA	"He's always shopping on Bond Street.
"	neutral
8520	corpus-6-train	MSA	"I often go out for a stroll in the countryside with my family on weekends.
"	neutral
8521	corpus-6-train	MSA	"Okay, sir. Is it safe to play this movie?
"	neutral
8522	corpus-6-train	MSA	"Now you can take one of mine.
"	neutral
8523	corpus-6-dev	MSA	"How many days to Tokyo?
"	neutral
8527	corpus-6-test-corpus-26-train	MSA	"English newspaper, please.
"	neutral
8528	corpus-6-train	MSA	"Please check the bus route before you board.
"	neutral
8530	corpus-6-train	MSA	"Two for the bomber.
"	neutral
8531	corpus-6-train	MSA	"Come in here in an hour, please.
"	neutral
8533	corpus-6-train	MSA	"Sorry, but everything's booked then.
"	neutral
8535	corpus-6-test-corpus-26-train	MSA	"Is there a place where country music is played?
"	neutral
8539	corpus-6-test-corpus-26-test	MSA	"I'd like to review my valuable property.
"	neutral
8540	corpus-6-train	MSA	"I should have air-mailed it.
"	neutral
8541	corpus-6-train	MSA	"Yeah, we got one overlooking the ocean.
"	neutral
8543	corpus-6-test-corpus-26-train	MSA	"Any other wool products?
"	neutral
8544	corpus-6-train	MSA	"The car was yellow.
"	neutral
8546	corpus-6-dev	MSA	"What movies are on display now?
"	neutral
8547	corpus-6-train	MSA	"What I miss most is hot springs.
"	negative
8549	corpus-6-train	MSA	"Good, thank you.
"	positive
8551	corpus-6-test-corpus-26-train	MSA	"How much is a blanket?
"	neutral
8552	corpus-6-dev	MSA	"Yeah, that's good. See you at six and a half.
"	positive
8553	corpus-6-train	MSA	"Sure are, sir. Would you like to take a look at this flyer?
"	positive
8554	corpus-6-dev	MSA	"Yes, this is room two four thirty. My wife is very ill.
"	negative
8555	corpus-6-dev	MSA	"Do you have a belt that fits that?
"	neutral
8558	corpus-6-train	MSA	"How many times a month do you play baseball?
"	neutral
8561	corpus-6-train	MSA	"I'm sorry, but as long as our views don't agree, I can't agree to a contract renewal.
"	negative
8562	corpus-6-train	MSA	"Good morning, Mr. Cameron. How are you?
"	positive
8565	corpus-6-train	MSA	"My name is Akiyo Yamada and the flight number is Japanese Airlines Zero Two Six to Tokyo.
"	neutral
8566	corpus-6-train	MSA	"Please, give me a bottle of colonia.
"	neutral
8572	corpus-6-train	MSA	"Can I have a tax return form?
"	neutral
8573	corpus-6-train	MSA	"Can you turn right?
"	neutral
8574	corpus-6-test-corpus-26-train	MSA	"Okay, press nine and zero one one, then country code and phone number.
"	neutral
8575	corpus-6-train	MSA	"Please show me on this map.
"	neutral
8576	corpus-6-train	MSA	"Do you have a room for four?
"	neutral
8577	corpus-6-test-corpus-26-train	MSA	"Can I have a Coke Diet?
"	neutral
8578	corpus-6-dev	MSA	"No sugar, just cream.
"	neutral
8580	corpus-6-train	MSA	"This morning Mr. Kawakami is visiting an agent.
"	neutral
8581	corpus-6-train	MSA	"How do I get there? Can you point me to the place on this map?
"	neutral
8583	corpus-6-train	MSA	"But you're growing vegetables here.
"	neutral
8584	corpus-6-test-corpus-26-train	MSA	"Can I place an order?
"	neutral
8585	corpus-6-train	MSA	"Arizona is like a steam bath.
"	negative
8589	corpus-6-train	MSA	"Please give me a glass of water.
"	neutral
8590	corpus-6-train	MSA	"Sure, you can. But there's gonna be a $ 50 drop-off.
"	neutral
8591	corpus-6-train	MSA	"Is she near here?
"	neutral
8593	corpus-6-train	MSA	"Can I have some appetizers, please?
"	positive
8595	corpus-6-test-corpus-26-train	MSA	"We had a nice drive.
"	positive
8598	corpus-6-train	MSA	"Can you change the tire, please?
"	neutral
8599	corpus-6-train	MSA	"Does that cost a hundred and twenty dollars? I think it's expensive. Do you give discounts?
"	negative
8600	corpus-6-train	MSA	"Do you have a Suterne?
"	neutral
8601	corpus-6-train	MSA	"I also want two stamps for postcards to Japan.
"	neutral
8603	corpus-6-train	MSA	"Please show me your passport and immigration form.
"	neutral
8604	corpus-6-test-corpus-26-test	MSA	"Excuse me, may I finish this?
"	neutral
8606	corpus-6-train	MSA	"What are you selling on the second floor?
"	neutral
8607	corpus-6-train	MSA	"My car's not available tomorrow.
"	negative
8609	corpus-6-train	MSA	"Is the water warm?
"	neutral
8610	corpus-6-test-corpus-26-train	MSA	"Japan has a population of about one hundred and thirty million.
"	neutral
8611	corpus-6-train	MSA	"Can I have my bill?
"	neutral
8612	corpus-6-train	MSA	"Yes, as soon as possible. This is an urgent matter.
"	neutral
8613	corpus-6-train	MSA	"Are you guaranteed quality?
"	neutral
8615	corpus-6-train	MSA	"I've locked the room out. Can I borrow another copy of the key, please?
"	neutral
8618	corpus-6-test-corpus-26-train	MSA	"I'd like to rent a sundial.
"	neutral
8623	corpus-6-train	MSA	"Where's a tourist office?
"	neutral
8624	corpus-6-train	MSA	"How can I make a phone call to Japan?
"	neutral
8625	corpus-6-test-corpus-26-train	MSA	"Yeah, and I'd like to call the bill for the call.
"	neutral
8626	corpus-6-train	MSA	"I have two pieces of luggage for review.
"	neutral
8629	corpus-6-train	MSA	"He's on the other line.
"	neutral
8631	corpus-6-train	MSA	"It's too hot here, and it's too dark.
"	negative
8633	corpus-6-train	MSA	"Where's the artist?
"	neutral
8634	corpus-6-train	MSA	"Let me introduce myself. My name is Guru Yamada.
"	neutral
8635	corpus-6-train	MSA	"Sorry, I dropped the knife. Can you get me another one?
"	negative
8636	corpus-6-test-corpus-26-train	MSA	"A wallet with a hundred dollars and two credit cards.
"	neutral
8637	corpus-6-test-corpus-26-train	MSA	"The water's too hot.
"	negative
8638	corpus-6-train	MSA	"Where do you play pop songs?
"	neutral
8639	corpus-6-train	MSA	"How many oaks?
"	neutral
8643	corpus-6-train	MSA	"Oh, no. We should have been dressed up for the theater.
"	negative
8644	corpus-6-train	MSA	"Is there a bus?
"	neutral
8646	corpus-6-train	MSA	"What's the exchange rate?
"	neutral
8647	corpus-6-train	MSA	"I have two suitcases and a suitcase.
"	neutral
8652	corpus-6-train	MSA	"The sheets are dirty.
"	negative
8654	corpus-6-train	MSA	"Great, I have to get off work for a while.
"	positive
8655	corpus-6-train	MSA	"How many bags do you want to check?
"	neutral
8657	corpus-6-train	MSA	"Well, everything can be expensive in modern Japanese, but tofu dishes aren't so bad on our scales. And if, on the other hand, you go to a top-notch Japanese restaurant to experience Kyoto cuisine, you better be prepared to pay two hundred dollars a person.
"	neutral
8659	corpus-6-train	MSA	"Aloud, please.
"	neutral
8660	corpus-6-train	MSA	"Now, where's my suitcase?
"	neutral
8662	corpus-6-train	MSA	"How much cash was in your purse?
"	neutral
8663	corpus-6-train	MSA	"I really don't know. Can you take my size, please?
"	negative
8664	corpus-6-train	MSA	"You can't miss your passport.
"	positive
8665	corpus-6-train	MSA	"Is that all you got?
"	negative
8668	corpus-6-train	MSA	"Sure. I'll make arrangements to call you at exactly five in the morning tomorrow.
"	neutral
8671	corpus-6-train	MSA	"Can I see a map of the seats in the theater?
"	neutral
8673	corpus-6-train	MSA	"I'm sorry, you have to pay an advance of ninety-nine days.
"	negative
8674	corpus-6-train	MSA	"Do you have an activity program?
"	neutral
8675	corpus-6-test-corpus-26-train	MSA	"You're here.
"	neutral
8678	corpus-6-train	MSA	"Give me a 16mm movie with sound effects.
"	neutral
8680	corpus-6-train	MSA	"I misunderstood.
"	negative
8683	corpus-6-train	MSA	"He's been so busy lately.
"	neutral
8684	corpus-6-dev	MSA	"Yeah, I will. But how much does it cost?
"	neutral
8687	corpus-6-train	MSA	"Can you wait here a minute?
"	neutral
8688	corpus-6-test-corpus-26-dev	MSA	"A jar of coffee, please.
"	neutral
8689	corpus-6-train	MSA	"Is this the first time this has happened to you?
"	neutral
8690	corpus-6-test-corpus-26-train	MSA	"Very unlikely.
"	neutral
8691	corpus-6-train	MSA	"We'll call you when your ordered coal-burner is ready.
"	neutral
8693	corpus-6-train	MSA	"Can you send this item at the price stated in the booklet?
"	neutral
8696	corpus-6-test-corpus-26-train	MSA	"My stomach hurts after meals.
"	negative
8697	corpus-6-train	MSA	"Put some lotions on my hair, please.
"	neutral
8698	corpus-6-train	MSA	"Where are the tennis courts?
"	neutral
8699	corpus-6-train	MSA	"Open an extra hole, please.
"	neutral
8700	corpus-6-train	MSA	"Did you happen to know anything about my suitcase?
"	neutral
8702	corpus-6-dev	MSA	"I'm the United States.
"	neutral
8703	corpus-6-train	MSA	"Is that my size?
"	neutral
8707	corpus-6-train	MSA	"I have asthma.
"	negative
8709	corpus-6-train	MSA	"Sorry, I don't have a reservation, but do you have a table?
"	neutral
8716	corpus-6-train	MSA	"No, sir. Sorry. Our seats are full.
"	neutral
8718	corpus-6-train	MSA	"Good question. I was going to explain that.
"	positive
8719	corpus-6-train	MSA	"I have a pulsating pain in my ear.
"	negative
8720	corpus-6-train	MSA	"I'd like to take it.
"	positive
8721	corpus-6-train	MSA	"We're having a little party at my house next week. See, can you come with your wife?
"	positive
8722	corpus-6-train	MSA	"Passengers, please get a transit card. Our departure is expected to be twenty-five minutes. Please pay attention to the ad.
"	neutral
8724	corpus-6-train	MSA	"I'd like to book a time for a golf game at ten tomorrow.
"	neutral
8725	corpus-6-train	MSA	"Can you recommend a place like that?
"	neutral
8726	corpus-6-train	MSA	"Oh, some salted cookies. Can I look at the bill?
"	neutral
8728	corpus-6-train	MSA	"What time is it in London?
"	neutral
8729	corpus-6-train	MSA	"How is that?
"	neutral
8731	corpus-6-train	MSA	"I shouldn't eat sugary food.
"	negative
8733	corpus-6-train	MSA	"So I think it'll be in your passport. Could you check it out, please?
"	neutral
8734	corpus-6-test-corpus-26-train	MSA	"Great, that's a nice place.
"	positive
8737	corpus-6-train	MSA	"How much money do I charge?
"	neutral
8739	corpus-6-train	MSA	"I'm a freshman. I don't know how to register. Can you help me?
"	negative
8741	corpus-6-test-corpus-26-train	MSA	"Maybe he was having a respiratory block.
"	neutral
8742	corpus-6-train	MSA	"See, do you have any tickets for sale on show day?
"	neutral
8744	corpus-6-train	MSA	"I'll call you someone who speaks English.
"	neutral
8745	corpus-6-train	MSA	"- You did?
"	neutral
8746	corpus-6-train	MSA	"I'm sorry to bother you, but please help me.
"	neutral
8748	corpus-6-train	MSA	"I'd like to go back to the Grand Hotel.
"	positive
8749	corpus-6-test-corpus-26-train	MSA	"Have you decided?
"	neutral
8750	corpus-6-train	MSA	"I'd like to transfer to British Airways flight three nine nine.
"	neutral
8753	corpus-6-train	MSA	"Do you remember the thief's features?
"	neutral
8754	corpus-6-train	MSA	"What hotel are you staying at?
"	neutral
8756	corpus-6-train	MSA	"When does it start?
"	neutral
8758	corpus-6-train	MSA	"I lost my wallet.
"	negative
8759	corpus-6-train	MSA	"I look forward to seeing you again this time next year.
"	positive
8760	corpus-6-train	MSA	"There's been an injury. Please come immediately.
"	negative
8762	corpus-6-train	MSA	"I have to get off. This is a wrong plane.
"	negative
8763	corpus-6-train	MSA	"What's the closest date to getting it done?
"	neutral
8764	corpus-6-train	MSA	"I'm Leroy.
"	neutral
8765	corpus-6-train	MSA	"Hello. I'm Yama Shita speaking. I'd like to speak to Mr. Smith.
"	neutral
8766	corpus-6-train	MSA	"Do you have a food cart on the train?
"	neutral
8767	corpus-6-train	MSA	"My purse was stolen.
"	negative
8768	corpus-6-train	MSA	"Do you have a room available for the next two nights?
"	neutral
8771	corpus-6-train	MSA	"You want insurance?
"	neutral
8773	corpus-6-train	MSA	"Can you get the number for me?
"	neutral
8775	corpus-6-train	MSA	"Do you have a Japanese magazine?
"	neutral
8776	corpus-6-train	MSA	"Do you have any clean ones?
"	neutral
8777	corpus-6-train	MSA	"Where can we go for surfing?
"	neutral
8778	corpus-6-train	MSA	"That's fine.
"	positive
8780	corpus-6-train	MSA	"When do I call you back?
"	neutral
8781	corpus-6-train	MSA	"Are you serving food here?
"	neutral
8782	corpus-6-train	MSA	"Balusabi tuna, please.
"	positive
8785	corpus-6-train	MSA	"Okay, I'll take it. Can you wrap it up as a present, please?
"	positive
8786	corpus-6-train	MSA	"Where's the men's water cycle?
"	neutral
8787	corpus-6-train	MSA	"I want a candidate.
"	neutral
8788	corpus-6-test-corpus-26-train	MSA	"If you want, we can rest here.
"	neutral
8789	corpus-6-train	MSA	"You can't get away with that.
"	negative
8790	corpus-6-train	MSA	"Can we sit at a table on the balcony?
"	neutral
8791	corpus-6-test-corpus-26-test	MSA	"I lost a registered mail trail.
"	negative
8792	corpus-6-train	MSA	"Can you take care of my valuable property here?
"	neutral
