,Sentence_id,sentence,Tokens,POS_Tags,Dialect
3446,3480,مشهد 2,"['مشهد', '2']","['اسم', 'عدد']",Saudi Arabia
3447,3481,المطار :,"['المطار', ':']","['اسم', 'علامة+ترقيم']",Iraq
3448,3482,"نشاهد مطار حقيقي من الارشيف , مطار حديث , هناك مسافرين يتجولون في المطار","['نشاهد', 'مطار', 'حقيقي', 'من', 'الارشيف', ',', 'مطار', 'حديث', ',', 'هناك', 'مسافرين', 'يتجولون', 'في', 'المطار']","['فعل+مضارع', 'اسم', 'صفة', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'اسم', 'صفة', 'علامة+ترقيم', 'ضمير+اشارة', 'صفة', 'فعل+مضارع', 'حرف+جر', 'اسم']",Modern Standard Arabic
3449,3483,"النص : السادة المسافرين نرحب بكم في مطار قلنديا الدولي ونشكركم على اختياركم الطيران على الخطوط الجوية الفلسطينية . . السادة المسافرين حملة هويات الضفة الغربية الرجاء التوجه الة تيرمنال الكونتينر او تيرمنال حاجز الحمرا . . . اما السادة المسافرين المغضوب عليهم حملة هويات القدس فعليهم التوجه الى تيرمنال قلنديا بوابة حزما . السادة المسافرين المسخمطين حملة هوية غزة , اللي معاه تنسيق يتوجه الى تيرمنال ايرز واللي معوش تنسيق الو الله شو نعملوا .","['النص', ':', 'السادة', 'المسافرين', 'نرحب', 'بكم', 'في', 'مطار', 'قلنديا', 'الدولي', 'ونشكركم', 'على', 'اختياركم', 'الطيران', 'على', 'الخطوط', 'الجوية', 'الفلسطينية', '.', '.', 'السادة', 'المسافرين', 'حملة', 'هويات', 'الضفة', 'الغربية', 'الرجاء', 'التوجه', 'nan', 'تيرمنال', 'الكونتينر', 'او', 'تيرمنال', 'حاجز', 'الحمرا', '.', '.', '.', 'اما', 'السادة', 'المسافرين', 'المغضوب', 'عليهم', 'حملة', 'هويات', 'القدس', 'فعليهم', 'التوجه', 'الى', 'تيرمنال', 'قلنديا', 'بوابة', 'حزما', '.', 'السادة', 'المسافرين', 'المسخمطين', 'حملة', 'هوية', 'غزة', ',', 'اللي', 'معاه', 'تنسيق', 'يتوجه', 'الى', 'تيرمنال', 'ايرز', 'واللي', 'معوش', 'تنسيق', 'الو', 'الله', 'شو', 'نعملوا', '.']","['اسم', 'علامة+ترقيم', 'اسم', 'اسم', 'فعل+مضارع', 'حرف+جر', 'حرف+جر', 'اسم', 'اسم+علم', 'صفة', 'فعل+مضارع', 'حرف+جر', 'اسم', 'اسم', 'حرف+جر', 'اسم', 'صفة', 'صفة', 'علامة+ترقيم', 'علامة+ترقيم', 'اسم', 'اسم', 'اسم', 'اسم', 'اسم', 'صفة', 'اسم', 'اسم', 'nan', 'اسم', 'اسم+علم', 'عطف', 'اسم', 'اسم', 'اسم+علم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'أداة+تفصيل', 'اسم', 'اسم', 'صفة', 'حرف+جر', 'اسم', 'اسم', 'اسم', 'حرف+جر', 'اسم', 'حرف+جر', 'اسم', 'اسم+علم', 'اسم', 'اسم+علم', 'علامة+ترقيم', 'اسم', 'اسم', 'صفة', 'اسم', 'اسم', 'اسم+علم', 'علامة+ترقيم', 'اسم+موصول', 'اسم', 'اسم', 'فعل+مضارع', 'حرف+جر', 'اسم', 'اسم+علم', 'اسم+موصول', 'اسم', 'اسم', 'حرف+جر', 'اسم+علم', 'أداة+استفهام', 'فعل+مضارع', 'علامة+ترقيم']",Yemen
3450,3484,"السادة المسافرين في الترانزيت نود اعلامكم انو ممنوع التدخين المطار الا في الاماكن المخصصة , يعني في كل المطار بتقدر تدخن . خلال فترة انتظاركم ننصحكم بتذوق حبات الذرة المغلية وكباب لحم مثلج مشوين عربيات الكباب وشعر البنات موجودة في جميع مرافق المطار .","['السادة', 'المسافرين', 'في', 'الترانزيت', 'نود', 'اعلامكم', 'انو', 'ممنوع', 'التدخين', 'المطار', 'الا', 'في', 'الاماكن', 'المخصصة', ',', 'يعني', 'في', 'كل', 'المطار', 'بتقدر', 'تدخن', '.', 'خلال', 'فترة', 'انتظاركم', 'ننصحكم', 'بتذوق', 'حبات', 'الذرة', 'المغلية', 'وكباب', 'لحم', 'مثلج', 'مشوين', 'عربيات', 'الكباب', 'وشعر', 'البنات', 'موجودة', 'في', 'جميع', 'مرافق', 'المطار', '.']","['اسم', 'اسم', 'حرف+جر', 'اسم', 'فعل+مضارع', 'اسم', 'أداة+ربط', 'صفة', 'اسم', 'اسم', 'أداة+إستثناء', 'حرف+جر', 'اسم', 'صفة', 'علامة+ترقيم', 'فعل+مضارع', 'حرف+جر', 'اسم+كم', 'اسم', 'فعل+مضارع', 'فعل+مضارع', 'علامة+ترقيم', 'اسم', 'اسم', 'اسم', 'فعل+مضارع', 'اسم', 'اسم', 'اسم', 'صفة', 'اسم', 'اسم', 'صفة', 'صفة', 'اسم', 'اسم', 'اسم', 'اسم', 'صفة', 'حرف+جر', 'اسم+كم', 'اسم', 'اسم', 'علامة+ترقيم']",Jordan
3451,3485,"للسادة المسافرين الراغبين في التسوق الرجاء التوجه الى الديوتي فري , يوجد العديد من العروض المغرية على الكلسات , العطورات المحلية , لوازم حدادة ونجارة جكات ومناشير , واكيد دخان عربي لف مهرب","['للسادة', 'المسافرين', 'الراغبين', 'في', 'التسوق', 'الرجاء', 'التوجه', 'الى', 'الديوتي', 'فري', ',', 'يوجد', 'العديد', 'من', 'العروض', 'المغرية', 'على', 'الكلسات', ',', 'العطورات', 'المحلية', ',', 'لوازم', 'حدادة', 'ونجارة', 'جكات', 'ومناشير', ',', 'واكيد', 'دخان', 'عربي', 'لف', 'مهرب']","['اسم', 'اسم', 'صفة', 'حرف+جر', 'اسم', 'اسم', 'اسم', 'حرف+جر', 'صفة', 'صفة', 'علامة+ترقيم', 'فعل+مضارع+مجهول', 'اسم', 'حرف+جر', 'اسم', 'صفة', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'اسم', 'صفة', 'علامة+ترقيم', 'اسم', 'اسم', 'اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'اسم', 'اسم', 'صفة', 'اسم', 'صفة']",Oman
3452,3486,"السادة المسافرين نود اعلامكم ان تيرمنال 7 مغلق بسبب المواجهات وقنابل الغاز والمطاط , اللي ما لحقش حالو وانحشر في التيرمنال يدور على بصلة عشان الغاز , وننصح بعدم فرك الوجه بالماء لانو بعمل تفاعلات . نرجو من المسافرين عدم القلق الموضوع كتير بسيط حتى الان 55 اصابة منها 3 في حالات الخطر .","['السادة', 'المسافرين', 'نود', 'اعلامكم', 'nan', 'تيرمنال', '7', 'مغلق', 'بسبب', 'المواجهات', 'وقنابل', 'الغاز', 'والمطاط', ',', 'اللي', 'ما', 'لحقش', 'حالو', 'وانحشر', 'في', 'التيرمنال', 'يدور', 'على', 'بصلة', 'عشان', 'الغاز', ',', 'وننصح', 'بعدم', 'فرك', 'الوجه', 'بالماء', 'لانو', 'بعمل', 'تفاعلات', '.', 'نرجو', 'من', 'المسافرين', 'عدم', 'القلق', 'الموضوع', 'كتير', 'بسيط', 'حتى', 'الان', '55', 'اصابة', 'منها', '3', 'في', 'حالات', 'الخطر', '.']","['اسم', 'اسم', 'فعل+مضارع', 'اسم', 'nan', 'اسم', 'عدد', 'صفة', 'اسم', 'اسم', 'اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'اسم+موصول', 'أداة+نفي', 'فعل+ماضي', 'اسم', 'فعل+ماضي+مجهول', 'حرف+جر', 'اسم', 'فعل+مضارع', 'حرف+جر', 'اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'فعل+مضارع', 'اسم', 'اسم', 'اسم', 'اسم', 'أداة+ربط', 'فعل+مضارع', 'اسم', 'علامة+ترقيم', 'فعل+مضارع', 'حرف+جر', 'اسم', 'اسم', 'اسم', 'اسم', 'صفة', 'صفة', 'حرف+جر', 'ظرف', 'عدد', 'اسم', 'حرف+جر', 'عدد', 'حرف+جر', 'اسم', 'اسم', 'علامة+ترقيم']",Libya
3453,3487,نتمنى السلامة للجميع وسفر امن انشاءالله,"['نتمنى', 'السلامة', 'للجميع', 'وسفر', 'امن', 'nan']","['فعل+مضارع', 'اسم', 'اسم', 'اسم', 'صفة', 'nan']",Tunisia
3454,3488,( نسمع صوت اطلاق نار بجانب المذيعة ) اعطيني حبة بصلة ع السريع ع السريع,"['(', 'نسمع', 'صوت', 'اطلاق', 'نار', 'بجانب', 'المذيعة', ')', 'اعطيني', 'حبة', 'بصلة', 'ع', 'السريع', 'ع', 'السريع']","['علامة+ترقيم', 'فعل+مضارع', 'اسم', 'اسم', 'اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'فعل+أمر', 'اسم', 'اسم', 'حرف+جر', 'صفة', 'حرف+جر', 'صفة']",Iraq
3455,3489,مشهد 3,"['مشهد', '3']","['اسم', 'عدد']",Saudi Arabia
3456,3490,جاط مليئ بالماء أو حفره في احدى السهول او الجبال كراسي بحر منقذ على برميل قوارب ورقيه 2 عشاق على البحر . . . الجميع يلبس ملابس البحر,"['جاط', 'مليئ', 'بالماء', 'أو', 'حفره', 'في', 'احدى', 'السهول', 'او', 'الجبال', 'كراسي', 'بحر', 'منقذ', 'على', 'برميل', 'قوارب', 'ورقيه', '2', 'عشاق', 'على', 'البحر', '.', '.', '.', 'الجميع', 'يلبس', 'ملابس', 'البحر']","['اسم', 'صفة', 'اسم', 'عطف', 'اسم', 'حرف+جر', 'اسم', 'اسم', 'عطف', 'اسم', 'اسم', 'اسم', 'اسم', 'حرف+جر', 'اسم', 'اسم', 'صفة', 'عدد', 'اسم', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'اسم', 'فعل+مضارع', 'اسم', 'اسم']",Saudi Arabia
3457,3491,النص عباره عن سرد,"['النص', 'عباره', 'عن', 'سرد']","['اسم', 'اسم', 'حرف+جر', 'اسم']",Oman
3458,3492,"علاقتي بالبحر صعب أوصفها . . . علاقتي بالبحر اشي كبير . . . انا اصلا سمكه . . . لازم اشوف البحر كل يوم . . ادا ماشفتوا بصير زي المدخن برمضان محشش على سيجاره . . . اول مره شفتها كانت هون , على نفس الشط و وقتها بتزكر كانت بدها تغرق وصارت تأشر وتحكي","['علاقتي', 'بالبحر', 'صعب', 'أوصفها', '.', '.', '.', 'علاقتي', 'بالبحر', 'اشي', 'كبير', '.', '.', '.', 'انا', 'اصلا', 'سمكه', '.', '.', '.', 'لازم', 'اشوف', 'البحر', 'كل', 'يوم', '.', '.', 'ادا', 'ماشفتوا', 'بصير', 'زي', 'المدخن', 'برمضان', 'محشش', 'على', 'سيجاره', '.', '.', '.', 'اول', 'مره', 'شفتها', 'كانت', 'هون', ',', 'على', 'نفس', 'الشط', 'و', 'وقتها', 'بتزكر', 'كانت', 'بدها', 'تغرق', 'وصارت', 'تأشر', 'وتحكي']","['اسم', 'اسم', 'صفة', 'فعل+مضارع', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'اسم', 'اسم', 'اسم', 'صفة', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'ضمير', 'اسم', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'صفة', 'فعل+مضارع', 'اسم', 'اسم+كم', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'أداة+ربط', 'فعل+ماضي', 'فعل+مضارع', 'اسم', 'اسم', 'اسم', 'صفة', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'صفة+عدد', 'اسم', 'فعل+ماضي', 'فعل+ماضي', 'ضمير+اشارة', 'علامة+ترقيم', 'حرف+جر', 'اسم', 'اسم', 'عطف', 'اسم', 'فعل+مضارع', 'فعل+ماضي', 'فعل+مضارع', 'فعل+مضارع', 'فعل+ماضي', 'فعل+مضارع', 'فعل+مضارع']",Jordan
3459,3494,"ع طول نطيت على الصخره وصرت احكيلها حاولي حاولي يلا تعي تعي انا بعرفش اسبح . . . الله سترها وطلعت , بس الخبيثه غرئتني بحبها , ومن يومها صار لازم نيجي على الشط كل يوم , لكن من يوم ماصار معها حادث الغرق بالجاط قصدي بالبحر وهي صارت معئده من البحر , بتقربش الا على لطراف , بتغمقش جوا . . ونا دايما بحاول اكسر حاجز الخوف اللي عندها من البحر , , , , لأني بحبش اضل اسبح لحالي . . . بس اللي بدوا يحب بدوا يضحي بشغلات . . . صح بتعرفش تسبح بس بطبيخ ربنا الله معلمه وصاحبة جوا","['ع', 'طول', 'نطيت', 'على', 'الصخره', 'وصرت', 'احكيلها', 'حاولي', 'حاولي', 'يلا', 'تعي', 'تعي', 'انا', 'بعرفش', 'اسبح', '.', '.', '.', 'الله', 'سترها', 'وطلعت', ',', 'بس', 'الخبيثه', 'غرئتني', 'بحبها', ',', 'ومن', 'يومها', 'صار', 'لازم', 'نيجي', 'على', 'الشط', 'كل', 'يوم', ',', 'لكن', 'من', 'يوم', 'ماصار', 'معها', 'حادث', 'الغرق', 'بالجاط', 'قصدي', 'بالبحر', 'وهي', 'صارت', 'معئده', 'من', 'البحر', ',', 'بتقربش', 'الا', 'على', 'لطراف', ',', 'بتغمقش', 'جوا', '.', '.', 'ونا', 'دايما', 'بحاول', 'اكسر', 'حاجز', 'الخوف', 'اللي', 'عندها', 'من', 'البحر', ',', ',', ',', ',', 'لأني', 'بحبش', 'اضل', 'اسبح', 'لحالي', '.', '.', '.', 'بس', 'اللي', 'بدوا', 'يحب', 'بدوا', 'يضحي', 'بشغلات', '.', '.', '.', 'صح', 'بتعرفش', 'تسبح', 'بس', 'بطبيخ', 'ربنا', 'الله', 'معلمه', 'وصاحبة', 'جوا']","['حرف+جر', 'صفة', 'فعل+ماضي', 'حرف+جر', 'اسم', 'فعل+ماضي', 'فعل+مضارع', 'فعل+أمر', 'فعل+أمر', 'اسم+فعل/جامد', 'فعل+أمر', 'فعل+أمر', 'ضمير', 'فعل+مضارع', 'فعل+مضارع', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'اسم+علم', 'فعل+ماضي', 'فعل+ماضي', 'علامة+ترقيم', 'عطف', 'صفة', 'فعل+ماضي', 'اسم', 'علامة+ترقيم', 'حرف+جر', 'اسم', 'فعل+ماضي', 'صفة', 'فعل+مضارع', 'حرف+جر', 'اسم', 'اسم+كم', 'اسم', 'علامة+ترقيم', 'شبه+فعل', 'حرف+جر', 'اسم', 'فعل+ماضي', 'ظرف', 'اسم', 'اسم', 'اسم', 'اسم', 'اسم', 'ضمير', 'فعل+ماضي', 'صفة', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'فعل+مضارع', 'أداة+إستثناء', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'فعل+مضارع', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'ضمير', 'صفة', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'اسم', 'اسم+موصول', 'ظرف', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'أداة+ربط', 'فعل+مضارع', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'عطف', 'اسم+موصول', 'فعل+مضارع', 'فعل+مضارع', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'علامة+ترقيم', 'صفة', 'فعل+مضارع', 'فعل+مضارع', 'عطف', 'اسم', 'اسم', 'اسم+علم', 'اسم', 'اسم', 'اسم']",Yemen
3460,3495,@@Lاط@@Gَنغَم @@Lاط@@ستيلe نراهم يرقصون,"['nan', 'nan', 'نراهم', 'يرقصون']","['nan', 'nan', 'فعل+مضارع', 'فعل+مضارع']",Tunisia
3461,3496,نشاهد الان فيديو المشادة الكلامية بين عزام الاحمد وعزيز دويك,"['نشاهد', 'الان', 'فيديو', 'المشادة', 'الكلامية', 'بين', 'عزام', 'الاحمد', 'وعزيز', 'دويك']","['فعل+مضارع', 'ظرف', 'اسم', 'اسم', 'صفة', 'اسم', 'اسم+علم', 'اسم+علم', 'اسم+علم', 'اسم+علم']",Saudi Arabia
3462,3497,مشهد 4,"['مشهد', '4']","['اسم', 'عدد']",Saudi Arabia
3463,3498,"غرفة مظلمة بعض الشيء , وكأنها عيادة طبيب , طبيبة ومريض يلبس روب ابيض .","['غرفة', 'مظلمة', 'بعض', 'الشيء', ',', 'وكأنها', 'عيادة', 'طبيب', ',', 'طبيبة', 'ومريض', 'يلبس', 'روب', 'ابيض', '.']","['اسم', 'صفة', 'اسم+كم', 'اسم', 'علامة+ترقيم', 'شبه+فعل', 'اسم', 'اسم', 'علامة+ترقيم', 'اسم', 'صفة', 'فعل+مضارع', 'اسم', 'صفة', 'علامة+ترقيم']",Modern Standard Arabic
3464,3499,"الطبيبة : الك من 94 بتشوف نفس الاحلام والصور , يا اخي شفلنا حلم او صورة جديدة , شوفلنا اياهم انسحبوا , بلاش يا سيدي من 48 خليها مؤقتل من 67 . انت اكتر مريض عنا في المستشفى حالتو مستعصية , الحبوب بطلت تجيب نتيجة معك , ما الناش الا الكهرباء بلكي بتصحيك .","['الطبيبة', ':', 'الك', 'من', 'بتشوف', 'نفس', 'الاحلام', 'والصور', ',', 'يا', 'اخي', 'شفلنا', 'حلم', 'او', 'صورة', 'جديدة', ',', 'شوفلنا', 'اياهم', 'انسحبوا', ',', 'بلاش', 'يا', 'سيدي', 'من', '48', '48', 'خليها', 'مؤقتل', 'من', '67', '.', 'انت', 'اكتر', 'مريض', 'عنا', 'في', 'المستشفى', 'حالتو', 'مستعصية', ',', 'الحبوب', 'بطلت', 'تجيب', 'نتيجة', 'معك', ',', 'ما', 'الناش', 'الا', 'الكهرباء', 'بلكي', 'بتصحيك', '.']","['اسم', 'علامة+ترقيم', 'حرف+جر', 'حرف+جر', 'فعل+مضارع', 'اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'أداة+نداء', 'اسم', 'فعل+أمر', 'اسم', 'عطف', 'اسم', 'صفة', 'علامة+ترقيم', 'فعل+أمر', 'ضمير', 'فعل+ماضي', 'علامة+ترقيم', 'أداة+نفي', 'أداة+نداء', 'اسم', 'حرف+جر', 'عدد', 'عدد', 'فعل+أمر', 'صفة', 'حرف+جر', 'عدد', 'علامة+ترقيم', 'ضمير', 'صفة+مقارنة', 'صفة', 'ظرف', 'حرف+جر', 'اسم', 'اسم', 'صفة', 'علامة+ترقيم', 'اسم', 'فعل+ماضي', 'فعل+مضارع', 'اسم', 'اسم', 'علامة+ترقيم', 'أداة+نفي', 'حرف+جر', 'أداة+إستثناء', 'اسم', 'ظرف', 'فعل+مضارع', 'علامة+ترقيم']",Jordan
3465,3500,"( تضغط على الجرس , يدخل ممرض يلبس ثوب ابيض ) خوده واكبسلي اياه كهرباء 20 فولت","['(', 'تضغط', 'على', 'الجرس', ',', 'يدخل', 'ممرض', 'يلبس', 'ثوب', 'ابيض', ')', 'خوده', 'واكبسلي', 'اياه', 'كهرباء', 'nan', 'فولت']","['علامة+ترقيم', 'فعل+مضارع', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'فعل+مضارع', 'اسم', 'فعل+مضارع', 'اسم', 'صفة', 'علامة+ترقيم', 'فعل+أمر', 'فعل+أمر', 'ضمير', 'اسم', 'nan', 'اسم']",Qatar
3466,3501,المريض : ( الى الممرض ) مش انت المنقذ تاع البحر,"['المريض', ':', '(', 'الى', 'الممرض', ')', 'مش', 'انت', 'المنقذ', 'تاع', 'البحر']","['اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'أداة+نفي', 'ضمير', 'اسم', 'اسم', 'اسم']",Algeria
3467,3502,الممرض : ( الى الطبيبة ) انا بحكي خليهم 30 فولت,"['الممرض', ':', '(', 'الى', 'الطبيبة', ')', 'انا', 'بحكي', 'خليهم', 'nan', 'فولت']","['اسم', 'علامة+ترقيم', 'علامة+ترقيم', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'ضمير', 'فعل+مضارع', 'فعل+أمر', 'nan', 'اسم']",Jordan
3468,3503,الضرائب,['الضرائب'],['اسم'],Oman
3469,3504,المشهد الاول : مكاتب الضريبة,"['المشهد', 'الاول', ':', 'مكاتب', 'الضريبة']","['اسم', 'صفة+عدد', 'علامة+ترقيم', 'اسم', 'اسم']",Iraq
3470,3505,"مكتب عليه لافتة مكتوب عليها للمواطنين العاديين , ومكتب عليه لافتة مكتوب عليها @@Lاط@@VIP","['مكتب', 'عليه', 'لافتة', 'مكتوب', 'عليها', 'للمواطنين', 'العاديين', ',', 'ومكتب', 'عليه', 'لافتة', 'مكتوب', 'عليها', 'nan']","['اسم', 'حرف+جر', 'اسم', 'صفة', 'حرف+جر', 'اسم', 'صفة', 'علامة+ترقيم', 'اسم', 'حرف+جر', 'اسم', 'صفة', 'حرف+جر', 'nan']",Egypt
3471,3506,3 مواطنين واقفين في مكتب الضريبة للمواطنين العاديين,"['3', 'مواطنين', 'واقفين', 'في', 'مكتب', 'الضريبة', 'للمواطنين', 'العاديين']","['عدد', 'اسم', 'صفة', 'حرف+جر', 'اسم', 'اسم', 'اسم', 'صفة']",Palestine
3472,3507,"الموظف : يا حبيبي المبلغ 300 دولار , اخصم منو 10 % قديش بضل","['الموظف', ':', 'يا', 'حبيبي', 'المبلغ', 'دولار', ',', 'اخصم', 'منو', '10', '10', '%', 'قديش', 'بضل']","['اسم', 'علامة+ترقيم', 'أداة+نداء', 'اسم', 'اسم', 'اسم', 'علامة+ترقيم', 'فعل+أمر', 'حرف+جر', 'عدد', 'عدد', 'علامة+ترقيم', 'ضمير+استفهام', 'فعل+مضارع']",Jordan
3473,3508,مواطن 1 : شو الدعوة 10 %,"['مواطن', '1', ':', 'شو', 'الدعوة', '10', '%']","['اسم', 'عدد', 'علامة+ترقيم', 'أداة+استفهام', 'اسم', 'عدد', 'علامة+ترقيم']",Palestine
3474,3509,"الموظف : مش انت رياضي , الرياضي بدفع 10 %","['الموظف', ':', 'مش', 'انت', 'رياضي', ',', 'الرياضي', 'بدفع', '10', '%']","['اسم', 'علامة+ترقيم', 'أداة+استفهام', 'ضمير', 'صفة', 'علامة+ترقيم', 'صفة', 'فعل+مضارع', 'عدد', 'علامة+ترقيم']",Egypt
3475,3510,"مواطن 1 : أي هو انا كاين ميسي ? هو دوري اللي عملناه وحاسبونا عليه 300 دولار , وما جبتش ولا جول","['مواطن', '1', '1', ':', 'أي', 'هو', 'انا', 'كاين', 'ميسي', '?', 'هو', 'دوري', 'اللي', 'عملناه', 'وحاسبونا', 'عليه', 'دولار', ',', 'وما', 'جبتش', 'ولا', 'جول']","['اسم', 'عدد', 'عدد', 'علامة+ترقيم', 'اسم+فعل/جامد', 'ضمير', 'ضمير', 'فعل+ماضي', 'اسم+علم', 'علامة+ترقيم', 'ضمير', 'اسم', 'اسم+موصول', 'فعل+ماضي', 'فعل+ماضي', 'حرف+جر', 'اسم', 'علامة+ترقيم', 'أداة+نفي', 'فعل+ماضي', 'أداة+نفي', 'اسم']",Egypt
3476,3511,"الموظف : لعبت دوري , لعبت كأس عالم , مورينو دخلك معاه في فريق الريال ورحت ع اسبانيا , انا ماليش , 10 % راح تدفعها حتى لو رحت مع الريال بدي الحقك على اسبانيا ادفعك اياهن","['الموظف', ':', 'لعبت', 'دوري', ',', 'لعبت', 'كأس', 'عالم', ',', 'مورينو', 'دخلك', 'معاه', 'في', 'فريق', 'الريال', 'ورحت', 'ع', 'اسبانيا', ',', 'انا', 'ماليش', ',', '10', '%', 'راح', 'تدفعها', 'حتى', 'لو', 'رحت', 'مع', 'الريال', 'بدي', 'الحقك', 'على', 'اسبانيا', 'ادفعك', 'اياهن']","['اسم', 'علامة+ترقيم', 'فعل+ماضي', 'اسم', 'علامة+ترقيم', 'فعل+ماضي', 'اسم', 'اسم', 'علامة+ترقيم', 'اسم+علم', 'فعل+ماضي', 'اسم', 'حرف+جر', 'اسم', 'اسم+علم', 'فعل+ماضي', 'حرف+جر', 'اسم+علم', 'علامة+ترقيم', 'ضمير', 'حرف+جر', 'علامة+ترقيم', 'عدد', 'علامة+ترقيم', 'أداة+استقبال', 'فعل+مضارع', 'أداة+ربط', 'أداة+ربط', 'فعل+ماضي', 'ظرف', 'اسم+علم', 'فعل+مضارع', 'فعل+مضارع', 'حرف+جر', 'اسم+علم', 'فعل+مضارع', 'ضمير']",Syria
3477,3512,مواطن 1 : الله يلعن ابو كرة القدم بدي اصير العب تنس طاولة,"['مواطن', '1', ':', 'الله', 'يلعن', 'ابو', 'كرة', 'القدم', 'بدي', 'اصير', 'العب', 'تنس', 'طاولة']","['اسم', 'عدد', 'علامة+ترقيم', 'اسم+علم', 'فعل+مضارع', 'اسم', 'اسم', 'اسم', 'فعل+مضارع', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'اسم']",Jordan
3478,3513,الموظف : حتى لو بتصير تلعب جمباز بدك تدفع ال 10 % . الله معك,"['الموظف', ':', 'حتى', 'لو', 'بتصير', 'تلعب', 'جمباز', 'بدك', 'تدفع', 'ال', '10', '%', '.', 'الله', 'معك']","['اسم', 'علامة+ترقيم', 'أداة+ربط', 'أداة+ربط', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'فعل+مضارع', 'فعل+مضارع', 'أداة+تعريف', 'عدد', 'علامة+ترقيم', 'علامة+ترقيم', 'اسم+علم', 'اسم']",Jordan
3479,3514,يخرج المواطن . تدخل فتاة مرتبة ولا بسة نظارات شمس,"['يخرج', 'المواطن', '.', 'تدخل', 'فتاة', 'مرتبة', 'ولا', 'nan', 'نظارات', 'شمس']","['فعل+مضارع', 'اسم', 'علامة+ترقيم', 'فعل+مضارع', 'اسم', 'صفة', 'صفة', 'nan', 'اسم', 'اسم']",Tunisia
3480,3515,الفتاة : مرحبا استاز,"['الفتاة', ':', 'مرحبا', 'استاز']","['اسم', 'علامة+ترقيم', 'اسم', 'اسم']",Yemen
3481,3516,الموظف : اهلين,"['الموظف', ':', 'اهلين']","['اسم', 'علامة+ترقيم', 'اسم']",Saudi Arabia
3482,3517,الفتاة : انا معاي عقد عمل فني وجاي بدي اخد خصم ضريبة,"['الفتاة', ':', 'انا', 'معاي', 'عقد', 'عمل', 'فني', 'وجاي', 'بدي', 'اخد', 'خصم', 'ضريبة']","['اسم', 'علامة+ترقيم', 'ضمير', 'اسم', 'اسم', 'اسم', 'صفة', 'صفة', 'فعل+مضارع', 'فعل+مضارع', 'اسم', 'اسم']",Jordan
3483,3518,الموظف : خصومات بطلنا نعطي,"['الموظف', ':', 'خصومات', 'بطلنا', 'نعطي']","['اسم', 'علامة+ترقيم', 'اسم', 'فعل+ماضي', 'فعل+مضارع']",Palestine
3484,3519,"الفتاة : شو شكلك مش عارفني , ممكن عشان النظارات ( تشلح نظاراتها ) لسى مش عارفني ?","['الفتاة', ':', 'شو', 'شكلك', 'مش', 'عارفني', ',', 'ممكن', 'عشان', 'النظارات', '(', 'تشلح', 'نظاراتها', ')', 'لسى', 'مش', 'عارفني', '?']","['اسم', 'علامة+ترقيم', 'أداة+استفهام', 'اسم', 'أداة+نفي', 'صفة', 'علامة+ترقيم', 'صفة', 'اسم', 'اسم', 'علامة+ترقيم', 'فعل+مضارع', 'اسم', 'علامة+ترقيم', 'ظرف', 'أداة+نفي', 'صفة', 'علامة+ترقيم']",Jordan
3485,3520,الموظف : لا والله مش عارفك,"['الموظف', ':', 'لا', 'والله', 'مش', 'عارفك']","['اسم', 'علامة+ترقيم', 'أداة+نفي', 'اسم+علم', 'أداة+نفي', 'صفة']",Egypt
