Sentence_id,sentence,,,,,,,
3118,المقدمة : مش بيحصل مبلغ كبير كل شهر 150 ليرة ? بتمسك العملة بايدك ولا لأ ?,,,,,,,
3119,صقر : اول ما استلمها من البنك بمسكها,,,,,,,
3120,المقدمة : طيب الفلسطيني لا بمسك ولا بصل البنك,,,,,,,
3121,علي : خلص يعني بدك تنق على هالنقطتين انت بتفهم اكتر من الكمبيوتر,,,,,,,
3122,"عبير : اخونا صقر , هو الدينار بعمل كم جينيه ?",,,,,,,
3123,صقر : الدينار بساوي تقريبا 10 جينيه,,,,,,,
3124,عبير : 10 جينيه ? وانت بتقبض تقريبا 150 دينار ( يحسبها ) ده في الشهر ? ? ?,,,,,,,
3125,صقر : اه في الشهر ملك ?,,,,,,,
3126,عبير : ده في الشهر ? اللهم لا حسد . قال وايه بمسكوا وبشفوش,,,,,,,
3127,الخليجي : حنا عنا النفط,,,,,,,
3128,"المقدمة : ( تضرب على الطاولة ) السؤال التالي : اذا ربحت الجائزة وهي عبارة عن مليون دولار + سيارة رينو + لجوء على السويد , شو راح تسوي فيهان ونبدا مع علي",,,,,,,
3129,"علي : انا بالنسبة الي متنازل عن المليون دولار لانو اذا اعطيتوني اياهم بدهم يوخدو ضريبتهم بصفيلي منهم 100 دولار , انا اعطوني اللجوء والسيارة الرينو .",,,,,,,
3130,عبير : انا عاوزة اسال سؤال صغير قبل ما اجاوب,,,,,,,
3131,المقدمة : تفضل,,,,,,,
3132,عبير : في اخوان مسلمين في السويد ?,,,,,,,
3133,المقدمة : لا بد في بخلاش الوضع,,,,,,,
3134,"عبير : ما دام هنا اخوان وهناك اخوان يبقى ما فرقتش , انا ادوني المليون والرينو ومتنازل عن اللجوء لأخونا صقر",,,,,,,
3135,صقر : انا بدي اسال اول المليون اكم قرش بسوي ?,,,,,,,
3136,المقدمة : بنحكيلك مليون بتحكيلي اكم قرش ?,,,,,,,
3137,صقر : ايوة انا فاهم تنو مليون بس كم قرش بسوي ?,,,,,,,
3138,"المقدمة : استغفر الله العظيم , المليون بسوي 10 مليون قرش منيح",,,,,,,
3139,"صقر : والله ممتاز , انا اعطوني اياهن هن والرينو وبديش اللجوء . . . انا بحب الاردن",,,,,,,
3140,المقدمة : ننتقل للسؤوال اللي بعدو,,,,,,,
3141,نمر : وانا يا الاخت ما سألتيني وانا مش عربي ?,,,,,,,
3142,المقدمة : انت اخ نمر اكبر من هيك سؤال,,,,,,,
3143,نمر : حنا عنا النفط,,,,,,,
3144,"المقدمة : مش حكيتلك انت اكبر من هيك سؤال ( على جنب مع نفسها ) مفرقة عليك مليون دولار . طيب خلينا نكمل , أخر سؤال بتمنى تركزوا فيه منيح . بدنا كل واحد يغني اغنية بتعبر عن بلدو واقوى اغنية راح تاخد النقاط , تفضل ونبدأ مع محمود",,,,,,,
3145,عبير : ( تغني ) غلطة وندمان عليها وبقولك واسمعيها,,,,,,,
3146,المقدمة : خلص وصلت لا عارف تمسك ايقاع ولا عارف تمسك اشي,,,,,,,
3147,"علي : ( يغني ) تيجي نقسم البلد انا نص وانت نص تيجي نكتب ع الشجر حزبين فصيلين وبس . ( الجميع يغني خلفه , السوري من تحت الغطاء يعطي اشارة اوك باصبعه )",,,,,,,
3148,صقر : ( يغني ) يا الدولار لو تشوفك شيبي غزا شعراتي يا الدولار شيبني ( يغنون معه ),,,,,,,
3149,"نمر : حنا ما نغني , حنا نقول الشعر ( يخرج ورقة )",,,,,,,
3150,"يا بعد عمري وعدتيني نلتقي في المول في هارديز . . حلقتيلي ورحتي ع ستاربكس . . مسجتلك على البلوتوث وقلتلك نطلع لفة يا بعد عمري في الهامر . . قلتيلي نوت ماي ستايل . . يا بعد عمري ويش اللي جرين غردالك ع تورتر سويتيلي بلوك من الفيس . . قلتلك واتس أب ودقيتلك ع الفايبر . . ادق ادق ادق بيزي بيزي بيزي . . ويش غير أحوالك يا بعد عيني جالاكسيكي لا يوخد ولا يعطي جالكسي قلبي صار اوت اوف سيرفس . . ما عادلوا نبض وان ضل الوضع هيك يريدلوا فورمات وعملية جالاكسي مفتوح . . اخ يا بعد عمري , ترى ما اريد من هالحياة غير بوك وحدة منك , بوك بوكيني بوكييني بوكيكي",,,,,,,
3151,"( نرى الجميع متأثر بالقصيدة . السوري يعطي اشارة اوك , المقدمة على وشك الانهيار . . . تضرب على الطاولة )",,,,,,,
3152,"المقدمة : نمر نطقت فأبدعت فأوجعت فآلمت فحرقت القلب . . نراكم في الحلقة القادمة ومع النتائج النهائية بناءا على تصويت الجمهور , ويبدا التصويت من هذه اللحظة . صوتوا",,,,,,,
3153,المشهد الرابع : مقابلات سريعة مع اشخاص في الشارع يتحدثون عن البرنامج,,,,,,,
3154,شخص 1 : بصراحة الفلسطيني كان اكتر واحد مؤثر,,,,,,,
3155,شخص 2 : بصراحة صقر من الاردن وبس,,,,,,,
3156,شخص 3 : اخوان محمود من مصر اتعس عربي بلا منازع,,,,,,,
3157,"فتاة : نمر نمر نمر وبس نو واي , القصيدة ثتلتني لما ما لقاها على التويتر",,,,,,,
3158,المشهد الاخير :,,,,,,,
3159,في الاستوديو . موسيقى توتر وانتظار,,,,,,,
3160,المقدمة : ( تضرب على الطاولة ) وصلنا للحسم . . اليوم نتيجة تصويت الجمهور وبنعرف مين اتعس عربي لهذا العام,,,,,,,
3161,( تفتح المغلف ) والفائز في البرنامج أتعس وضع عربي معانا الفائز اخونا نمر بن جدعان من الخليج العربي,,,,,,,
3162,"فرحة عارمة يهجمون عليه ويهنئونه , مجموعة من الورد تنزل من السقف نمر يبكي من شدة الفرحة",,,,,,,
3163,موسيقى فرحة وأغنية مبروك مبروك,,,,,,,
3164,اغنية نحنا ماعنا شباب تتوظف بشهادتها,,,,,,,
3165,"خلال موسيقى البدايه , نرى مجموعة شباب على مواسير الشوارع في حالة ملل . . . .",,,,,,,
3166,الشباب مع بعض يقولون ( بدل كلمات الفتاة في الكليب ) ياالله بدنا نشتغل,,,,,,,
3167,موسيقى الاغنيه بدون كلمات,,,,,,,
3168,"خلال الموسيقى نشاهد مجموعة الشباب ترتدي ملابس انيقه واقفين امام مكتب مدير الشركه , حاملين طلبات توظيف , تدخل فتاه مغريه , تمشي امام الشباب تتجاوزهم وتدهب باتجاه المدير وتعطيه طلب توظيفها .",,,,,,,
3169,المدير يعجب بالفتاة,,,,,,,
3170,المدير يغني : نحنا ماعنا شباب تتوظف بشهادتها عنا البنت بتتغنوج كل الشركه بخدمتها,,,,,,,
3171,نحنا ما عنا شباب تتوظف بشهادتها عنا البنت بتتغنوج كل الشركه بخدمتها,,,,,,,
3172,شغلك غنجي وعاطفتي ودلالي مش راح تفضي لاي شغل تاني بكفي اني حطيتك مديرة مكتبي .,,,,,,,
3173,"خلال المقطع الثاني من الموسيقى , نرى مجموعة الشباب تطلب من الفتاة التواسط لهم لدى المدير .",,,,,,,
3174,"الشباب : انتي بتموني , انا اتخرجت معاي ماجستير , انا بس اطلع دخاناتي , ياعمي يحطني مراسل .",,,,,,,
3175,المدير : شيل الفكره من راسك احلالك ليش بتجيب المشاكل لحالك . . . . شيل الفكره من راسك احلالك ليش بتجيب المشاكل لحالك,,,,,,,
3176,مجموعة الشباب تغني وتقول للفتاة : بكرا المدير بيزهق وبيتغير احساسو وطبيعي انو يخلع وحده زيك من راسو,,,,,,,
3177,خلال موسيقى الاغنيه نرى المدير مع الفتاة في سياره فخمه يدلل بها,,,,,,,
3178,فجأه نشاهد مجموعة الشباب تغلق الطريق امام المدير,,,,,,,
3179,المدير يغني لهم : حقوق الشباب ع عيني وع راسي,,,,,,,
3180,بس ياريتكو بتراعو احساسي,,,,,,,
3181,وجودكو بوجهي بكئبني وبلعن ابو اساسي,,,,,,,
3182,يغني للفتاة : وجودك جنبي بيقويني وهدا شي اساسي,,,,,,,
3183,على موسيقى الاغنية بدون كلمات في غرفة اوتيل او غرفة نوم نرى المدير يلبس روب حمام,,,,,,,
3184,ويغني : شغلك غنجي وعاطفتي ودلالي مش راح تفضي لاي شغل تاني . . . بكفي انك رئيسة جمهورية قلبي,,,,,,,
3185,تنتهي الاغنيه يرن هاتف المدير,,,,,,,
3186,المدير : الو اه حبيبتي انا باجتماع لا مش ناسي عيد ميلاد الولد اليوم الساعه 4 بكون في الدار,,,,,,,
3187,( يغلق الهاتف ),,,,,,,
3188,المدير : شكلك غرتي,,,,,,,
3189,الفتاة : ولا على بالي,,,,,,,
3190,المدير : اي يالله عاد,,,,,,,
3191,البرنامج 3,,,,,,,
3192,عماد في الاستوديو,,,,,,,
3193,نشاهد صورة للقرضاوي على يمين عماد,,,,,,,
3194,"عماد : يوسف , الليلة ليلتك يا شيخنا بدك تتحملنا , انا هيك هيك عمري ما راح اوصلها لقطر , المهم جماعة الجسر علاقتي ممتازة معهم , ولا عمري جبت سيرتكم ولا راح , جرنتي",,,,,,,
3195,فيديو : خطير القرضاوي يطلب من امريكا ان تحتل سوريا,,,,,,,
3196,عماد : ( في منتصف الفيديو ) مسدسات بلاستيك او فرود مي,,,,,,,
3197,يكمل الفيديو,,,,,,,
3198,عماد : 60 مليون يا دوبي تتروا حبة بوظة,,,,,,,
3199,يكمل الفيديو,,,,,,,
3200,عماد : من وين يا حبتيه جايبين هذا الحكي هي ابو اليس بحكي فش منو,,,,,,,
3201,يكمل الفيديو,,,,,,,
3202,"عماد : الله عليك يا شاعر , قطرات النسيم تترحها الديدو والحرير يدنو تندندينو / شو حكى ?",,,,,,,
3203,يكمل الفيديو,,,,,,,
3204,عماد : في غزة ?,,,,,,,
3205,نهاية الفيديو يقول القرضاوي نريد امريكا ان تقف وقفة عز,,,,,,,
3206,"يظهر فيديو بعنوان الجيش الاسرائيلي المغوار لا يقهر هههه صور جنود يبكون على الموسيقى , يدخل على الموسيقى صوت",,,,,,,
3207,"عماد : ( تسجيل صوت ) مش حلوة منك يا يوسف ليش تطلب من امريكا ما هينا شبرين بنكون واصلين والنبي وصى على سابع جار - شايفنا ولدة يا يوسف مش عيب - نسيت شهداء جيش الدفاع - خلص يا تهاني مزعتي حالك من العياط - مش معبين عينك يا ابو اليس - خلص يا ديفيد وحد الله - بدي احشش عشان انس - بدي اشلح وارمي حالي في النهر - نواح يا الله شو عملت فينا يا ابو اليس - عبطوا بعض يا شباب .",,,,,,,
3208,عماد في الاستويدو,,,,,,,
3209,"عماد : مش حكيتلك الليلة ليلتك يا ابو اليس , من زمان بستناها",,,,,,,
3210,فيديو : القرضاوي زيارة القدس لغير الفلسطينيين حرام شرعا,,,,,,,
3211,"عماد : تقلقش يا شيخ الطير الطاير بدخلش القدس لا فلسطينية ولا غيروا , احنا باركنج اند تيرن اوف",,,,,,,
3212,فيديو : امير قطر يطالب القرضاوي بفتوى لزيارة القدس,,,,,,,
3213,عند كلمة امير قطر : الشيخ القرضاوي كبير في السن,,,,,,,
3214,عماد : شو قصدوا ابو اليس زهمر ?,,,,,,,
3215,امير قطر يكمل حتى النهاية,,,,,,,
3216,عماد : ( يضحك ) حلوة حلوة منك احرجوا,,,,,,,
3217,"يدخل فيديو اغرب ضحكات في العالم كان الجميع يضحك على القرضاوي , خلال صور ضحك من العالم نشاهد ردة فعل القرضاوي من فيديو بعنوان : السؤال الذي ارعب الشيخ القرضاوي وادعى انه لا يفهمه",,,,,,,
3218,نشاهد فقط تعابير وجه القرضاوي وهو يستمع وكانه محرج من الضحك عليه,,,,,,,
3219,نشاهد فيديو : كلمة الشيخ يوسف القرضاوي الى الرئيس مبارك على قناة الجزيرة,,,,,,,
3220,يظهر القرضاوي وهو يتحدث على الهاتف,,,,,,,
3221,صوت عماد على الصورة : آه اخ ابو العبد سامعني,,,,,,,
3222,نشاهد صورة لهنية,,,,,,,
3223,"هنية : سامعك يا شيخ قرضاوي سامعك , جاي بكرا ?",,,,,,,
3224,القرضاوي : ليش صورتك واقفة ?,,,,,,,
3225,"هنية : تقلقش هذا فيديو كونفرنس صوت بدون صورة , شغالين على الجنريتر",,,,,,,
3226,"القرضاوي : انا بكرا انشاءالله يكون في غزة , اخذت الاذن من الإسرائيليين وبعتولي تصريح الزيارة ومختوم",,,,,,,
3227,"هنية : تقلقش تقلقش احنا في الانتظار المهم ترش , بعتوا معاك الشباب الشنتة",,,,,,,
3228,القرضاوي : بعتو امعاي شنتة صغيرة وبقولولكوا الشنتة الكبيرة عند الاعتراف بيهودية الدولة,,,,,,,
3229,"هنية : تقلقش تقلقش المهم ترش , احنا انشاءالله بكرا محضرينلك الغدا قلاية بندورة مع قرن فلفل غزاوي بس بعديها بنصحك ما تروحش على الحمام",,,,,,,
3230,القرضاوي : انا مش مظول لاني بعديه محضر فتوة اخت شلن امريكا تضرب السلطة عشانهم كفرة,,,,,,,
3231,عماد : شوفوا شو صار بعد المكالمة مباشرة,,,,,,,
3232,فيديو : مجاهدي فلسطين يردون على المفترين على الشيخ القرضاوي,,,,,,,
3233,يظهر عماد في الاستوديو ومعه عدة دولارات ويرش على الطاولة,,,,,,,
3234,نكمل الفيديو,,,,,,,
3235,"عماد : شو قصدوا عني , لسى الحلقة ما خلصطش",,,,,,,
3236,عماد : والان مع فاصل دعائي مع الاخ محمد مرسي عينة من المرضي عليهم من ابو اليس,,,,,,,
3237,"فيديو : الرئيس مرسي تفيض """" مشاعره """" في حضور جوليا جيلارد""""",,,,,,,
3238,عماد : سنتر يا ابو مرسي سنتر,,,,,,,
3239,فيديو : د . مرسي يتعرض لموقف طريف فوق البساط الاحمر,,,,,,,
3240,نهاية الفيديو,,,,,,,
3241,عماد : لورا يا ريس لورا,,,,,,,
3242,"فيديو : محمود عباس يخطئ باسم الرئيس المصري ويقول """" محمد حسني """" ( يتكرر المقطع عدة مرات )""""",,,,,,,
3243,عماد : مرسي لسى مش داخل في الهارد ديسك تبع ريسنا,,,,,,,
3244,بنشوفكم بكرا,,,,,,,
3245,البرنامج 4,,,,,,,
3246,عماد ( في الاستوديو ) : قناصه مش قناصه . . . . ارجعوا ورا خلي حماس اطخني . . . . . . . . ليلتنا أنس,,,,,,,
3247,فيديويوتيوب بعنوان : القائد الكبير محمد دحلان يتحدى حماس,,,,,,,
3248,مقطع مديلج لقناص امريكي في افغانستان يوتيوب بعنوان :,,,,,,,
3249,@@Lاط@@اًGحاٌIصطاٌ @@Lاط@@سنِةeر @@Lاط@@ْنe @@Lاط@@سهْت @@Lاط@@كِلل ! ! !,,,,,,,
3250,الدبلجه :,,,,,,,
3251,"جندي واحد : مش مبين منيح الدحلان , حارسه ابو شنب بضل يغطي عليه دبحني يلعن حريشه , مبين صاحبه المشهراوي اجبدوا وحلص عليه ?",,,,,,,
3252,جندي 2 : لا يازلمه وحد الله . . . المشهراوي زلمه مسحم بدنا دحدح,,,,,,,
3253,"عماد ( في الاستوديو ) : الاستاز دحلان بعتبروه هاند سم فتح , وسيم فتح . . . . مع اني مش شايف عندو اي شكل من اشكال الوسامه , لا عيونو حضر ولا كتافوا عراض متلي متلا . . .",,,,,,,
3254,"وبسموه كمان الرجل الجرئ المتمرد المكشاكس , وكمان بطلقوا عليه الطفل المعجزه , مع اني مش شايف فيه اي لمسة طفوله , الزلمه نط الخمسه وخمسين .",,,,,,,
3255,فيديو يوتيوب بعنوان : كلام حقيقي محمد دحلان,,,,,,,
3256,"عماد في الاستوديو : علي الطلاق انك زلمه يا ابو فادي , مش لازم سموك ابو فادي لازم سموك ابو اشي كبير , ابو حديد , ابو دراع , ابو فخاد ابو ( يؤشر كما البضات )",,,,,,,
3257,يظهر فيديو بعنوان : دحلان يظهر في فيديو وكأنه خادم لأمير ابو ظبي,,,,,,,
3258,ينزل الامير من السياره ودحلان خلفه ( سهم على دحلان ) يتكرر المشهد مرتين,,,,,,,
3259,عماد في الاستوديو : نظرة استغراب,,,,,,,
3260,نعود الى نفس الفيديو عند الدقيقه 2 : 10 مدير النادي يعطي اميرابو ظبي ملابس هدايا والامير يعطيها الى دحلان ودحلان يصفطها,,,,,,,
3261,يتكرر المشهد عدة مرات,,,,,,,
3262,عماد في الاستوديو : ابو فادي صاير صفيط اواعي ! ! ! ! ! !,,,,,,,
3263,نعود الى المشهد نفسه,,,,,,,
3264,عماد في الاستوديو يحمل لافته مكتوب عليها : دحلان دراي كلين,,,,,,,
3265,لكوي وطي وغسيل جميع انواع الملابس,,,,,,,
3268,شعارنا : فشرتوا تلاقوا جعلوكه وحده بالقميص,,,,,,,
3269,عماد في الاستوديو : فاصل غنائي وبنرجع,,,,,,,
3270,فيديو يوتيوب : صائب عريقات والحاج نبيل زغير في حفلة ايتام اريحا دقيقه 33.00,,,,,,,
3271,فيديو يوتيوب 2 : ناصر الفارس دبكة شباب بيت امر حفلة نجل د . صائب عريقات دقيقه 4 : 50,,,,,,,
3272,بالفيديوهات صائب يدبك,,,,,,,
3273,عماد في الاستوديو : ايوا دكتور صائب اطعج اطعج رحرح يا وطن رحرح . . . . تيرشرشرش تيرشرش,,,,,,,
3274,نعود الى صائب يدبك,,,,,,,
3275,عماد في الاستوديو : اطعج ابو الصب والله لنكيف تيرشرشرش تيرشرش,,,,,,,
3276,نعود الى صائب يدبك,,,,,,,
3277,عماد في الاستوديو يغني موال : 30 سنه وانت تفاوض والله لليوم مافي نتيجه,,,,,,,
3278,نعود الى صائب يدبك,,,,,,,
3279,عماد في الاستوديو يغني موال : سألتني الاسم قلتلها صائب قالتلي والله كلك مصائب,,,,,,,
3280,صائب يدبك,,,,,,,
3281,عماد في الاستوديو : للتنويه هون الاخ صائب بدبك بعرس ابنوا بالرفاه والبنين . . . بلاش اتصيروا تتبلوا على الزلمه ابصر وين بدبك,,,,,,,
3282,"اخ صائب , اليوم حاب اهديك اغنيه مني انا شخصيا لالك .",,,,,,,
3283,"عماد في الاستوديو امام مايكرفون اضواء ديسكو يغني ساريه السواس بس اسمع بس اسمع",,,,,,,
3284,يوتيوب : ساريه السواس . بس اسمع مني ( فيديو كليب ),,,,,,,
3285,"عماد في الاستوديو : شفتوني ونا ساريه السواس بهبل هبلان , حلينا ندحل بالجد يؤشو الى صورة محمود الهباش وينظر الى الكاميرا",,,,,,,
3286,فيديو بعنوان : الوزير محمود الهباش وحطبة الجمعه بتاريح 09 - 11 - 12,,,,,,,
3287,عند الدقيقه 14 : 35 نفول لهم كما قال نوح لابنه وهو يوعظه سفينة فلسطين اقلعت سفينة الدوله اقلعت اركبوا فيها,,,,,,,
3288,عماد في الاستوديو ( يلبس ملابس بحر ونضارات سباحه ومعه عجل للسباحه ) يتكلم على الهاتف :,,,,,,,
3289,"اه يما , يلا ياوليه بدنا نبحر , ابو الهباش بقول التجمع عند الدوار , لليش تناك الجبنه والزيت ? بس جيبي البكيني وبتلاقا ع الدوار , اسمعي جبيلي معك علبة سمن بلدي بدي ادهن جسمي وعمل برونزاج",,,,,,,
3290,نعود الى فيديو الهباش يطلب من الجميع الركوب بالسفينه,,,,,,,
3291,تدحل اغنية سيلين ديون الحاصه بالتايتنك وعليها مشاهد من السفينه والبحر ونسمع صوت الهباش بالحلفيه يطلب الركوب بالسفينه,,,,,,,
3292,بعد مقطع الاغنيه نشاهد مقطع من التايتنك مدبلج,,,,,,,
3293,فيديو يوتيوب :,,,,,,,
3294,@@Lاط@@طِتَنِc @@Lاط@@B @@Lاط@@3ض ( 2012 ),,,,,,,
3295,عند الدقيقه 2.06.00 البطله تحمل بلطه وتدحل على البطل,,,,,,,
3296,الدبلجه :,,,,,,,
3297,البطله : طاهر,,,,,,,
3298,البطل : سهام,,,,,,,
3299,البطله : جبت بلطه احت شلن,,,,,,,
3300,البطل : لو جبتي بوكلة شعر احسن . . . يلا,,,,,,,
3301,( البطله تحاول ضرب الكلبشات بالبلطه ),,,,,,,
3302,البطل : انتي نجنيتي وله . . . اتدربي على الخزانه كم هواي,,,,,,,
3303,البطله : حاضر حاضر,,,,,,,
3304,البطل : تلحسي . . . . ركزي منيح ياحوله ركزي الضربه,,,,,,,
3305,تضرب الحزانه مره احرى,,,,,,,
3306,البطل : عفارم عليكي يلا تعالي قصي الكلبشات مش تقصي ايدي . . . بمزع شعرك . . . شوي شوي وله يلا . . . سهام يلا . . . امسكيها من الكاع . . امسكيها من الكاع,,,,,,,
3307,البطله : بحبك ولا,,,,,,,
3308,البطل : سهام انا بموت بلغاليغك يلا قولي يا الله . . . . يلا,,,,,,,
3309,( تقص الكلبشات ),,,,,,,
3310,البطل : شو هاضا بحبك وله بحبك . . . اجري غرقت السفينه غرقت يالهوي,,,,,,,
3311,( تظهر مشاهد عدة من غرق السفينه ),,,,,,,
3312,المشهد الاحير,,,,,,,
3313,"البطل والبطله بالماء والبطل يبدو يموت من البرد",,,,,,,
3314,دقيقه : 2.50.00,,,,,,,
3315,البطله : بردان,,,,,,,
3316,"البطل : علي الطلاق منا حاس برجلي ميكل هوا شايفك حبة ثلج , اسمعي بدي عشرين ليره من شاهر صاحب الدكان لما اموت ابعتولي اياهن ويستريونيون مش تهفي نصهم",,,,,,,
3317,البطله : الهباش كحلنا,,,,,,,
3318,"عماد في الاستوديو : يم عشرين ليره ياحراط , كلهن ليره ونص",,,,,,,
3319,عماد ( في الاستوديو ) نروح دولي شوي,,,,,,,
3320,"@@Lاط@@ٍCطV @@Lاط@@Cٍِم @@Lاط@@جْنغ @@Lاط@@ُن @@Lاط@@ceلeبرَتس @@Lاط@@تهe @@Lاط@@َننِثeرسَري @@Lاط@@ْف @@Lاط@@ٍْرeَن @@Lاط@@cهِلدرeنسءس قيديو يوتيوب : مقطع من خطاب الرئيس الكوري @@Lاط@@U.... ( 6 : 33 @@Lاط@@Mِن)",,,,,,,
3321,"الدبلجة : سنضرب امريكا وننسفها نسف , سنمحي نيو يورك عن الخريطة راح نخلي اوباما يركض على حضن مرتو ويعيط زي الاولاد الصغار من الخوف",,,,,,,
3322,عماد ( في الاستوديو ) كوريا ضربت امريكا,,,,,,,
3323,@@Lاط@@MP4 فيديو يوتيوب : اقوى جيش في العالم,,,,,,,
3324,نعود الى الرئيس الكوري نفس الكلام,,,,,,,
3325,"عماد ( في الاستوديو ) اسمع ولا اطلع من راسي , ابوك الله يرحمو ويعفي عنو 25 سنة وهو يهدد امريكا تجنينوناش , لسى شعر دقنك مش طالع , بدنا نخلع امريكا ننوي وبدنا نخلع , احكيلك انا بدي اخلعك ننوي ( عماد كأنه يضرط )",,,,,,,
3326,نعود الى مقطع الرئيس الكوري,,,,,,,
3327,"@@Lاط@@Oبَمَءس @@Lاط@@َنغري @@Lاط@@فُنني @@Lاط@@ثِدeْ بعدها فيديو : اوباما معصب مقطع مضحك . . .",,,,,,,
3328,عماد يترجم كلام اوباما ( ليس دبلجة ),,,,,,,
3329,"الترجمة : هذا ولد مشلط ومهلس انا بعرف كيف اربي , اذا مزعتو شلوط بجيبوا في المحيط النهدي ناقصني ولدة",,,,,,,
3330,"يظهر فيديو آخر مباشرة واوباما يضرب الباب بقدمه : اوباما اتعصب اثناء القاء الخطاب ورزع الباب برجله",,,,,,,
3331,عماد ( في الاستوديو ) أي ايوة ولاجي العين الحمرا ابو رياله جننا ( عماد يقلب الطاولة بيده تظهر انها اسفنج ) هيه هذي الطاولة طلعت اسفنج شوه التلفزيون اللي بتخوت على الناس .,,,,,,,
3332,يظهر على الشاشة صوت وصورة اقفال التلفزيون ( تششششش ),,,,,,,
3333,@@Lاط@@هتتة://ووو.َلقُدس.cْ.ُك/?ة=46213 يظهر على الشاشة كتابة خبر,,,,,,,
3334,عماد ( في الاستوديو ) انا مش فاهم شو يعني خفض مستوى الرجولة,,,,,,,
3335,يعني شباب غزة لازم يكونو هيك ( صور لاعبي حديد وكمال اجسام ضخمة جدا وممكن ان تكون مضحكة ),,,,,,,
3336,ولا هيك ( صورة لشباب السبعينات والشعر المنكوش قبل اختراع الجيل ),,,,,,,
3337,ولا هيك ( ترتب الصور في استوديو المونتاج مع عماد ),,,,,,,
3338,"عماد : خلص اتركوا هالشباب في حالهم , كرهتوهم في البلد , الشباب صارت بدها تهج , الله يعينهم على حياتهم",,,,,,,
3339,اغنية راب : حملة ارفع البنطالون وقص شعرك او تكون مهان - في غزة فقط,,,,,,,
3340,البرنامج 3,,,,,,,
3341,عماد في الاستوديو يبدا الحلقة بالحديث عن مخالفة السير التي اخذها,,,,,,,
3342,"عماد في الاستوديو : مساء الخير منورين , حلقتنا اليوم جزئيين نص سياسي ونص مش سياسي . نبدأ بتشكيل الحكومة . الحجاج اعضاء اللجنة التنفيذية تهربلهم خبر ممكن يكونوا هم وزراء الحكومة المقبلة كيفوا وبلشوا رقص , يلا شباب",,,,,,,
3343,فيديو : مجوز مع دبكة ختايرة - اضحك للصبح هههه,,,,,,,
3344,يتم وضع وجوه احمد مجدلاني وملوح وقيس ابو ليلى,,,,,,,
3345,عماد : ارشق يسعدو الحج ملوح,,,,,,,
3346,نعود للمقطع,,,,,,,
3347,"عماد : الحجة حنان عشراوي عضو اللجنة استقبلت الخبر بالغناء والمواويل",,,,,,,
3348,فيديو : من سابع طابق لارميلك حالي ( ملاحظة : حجتنين اردنيات يغنين ),,,,,,,
3349,عماد : الحجة الي في الاوركسترا بتردد ربيحة دياب,,,,,,,
3350,نعود للفيديو,,,,,,,
3351,"عماد : ( بجانبه صورتان رامي الحمد الله ومحمد اشتيه ) الاستاذ رامي الحمد الله صار رئيس الوزراء وقبل ما يكون رئيس وزراء كان مرشح هو ومحمد اشتية , محمد اشتية مسك رامي الحمد الله على البسكايت وهو في الشارع وجبدو بدن اخو فلاته",,,,,,,
3352,فيديو : هتمووووووت من الضحك وخلي بالكم من ابو عجلة,,,,,,,
3353,"عماد : ( صورة حسن الشيخ بجانب عماد , عماد ينظر الى الصورة باستغراب وينظر الى الكامير لا يتحدث )",,,,,,,
3354,"يظهر فيديو بعنوان : افضل بكاء على الاطلاق",,,,,,,
3355,الدبلجة :,,,,,,,
3356,"حسن الشيخ راح يكون في الحكومة الجديدة 100 % , يلعن ابو هالشغلة",,,,,,,
3357,الاب يبكي,,,,,,,
3358,"عماد : ( في الاستوديو يبكي , يشرب لبن اب ) بدي اسكر عشان انسى حسون راح يضل راح يضل",,,,,,,
3359,فيديو : رجال يبكي بسبب وفاة ناقته,,,,,,,
3360,عماد : نشوف سوا حلف اليمين للحكومة الفلسطينية الجديدة,,,,,,,
3361,فيديو : حكومة الفريق شفيق تؤدي اليمين الدستورية امام الرئيس مبارك,,,,,,,
3362,"عماد : ( يدخن , ينتبه ) شو هذا شو جاب شفيق في الهاذا طلعوا تش تش",,,,,,,
3363,يظهر على الشاشة صورة توقف البث,,,,,,,
3364,عماد : البرلمان الاردني,,,,,,,
3365,"يظهر فيديو بعنوان : الفيديو الكامل : اعتداء يحيى السعود على جميل النمري / @@Lاط@@Rْيَ",,,,,,,
3366,الدبلجة :,,,,,,,
3367,"المنسف العجلوني بسوا مليون منسف كركي , اهل الكرك بحطوا على وجه المنسف كاتشاب , وبدل لبن الكشك بحطوا سيرلاك",,,,,,,
3368,( من الفيديو الاصلي ) النائب الثاني يخطف المايكريفون ويقول له والله انك كذاب بكندرة ويضربه,,,,,,,
3369,"عماد : ( في الاستوديو ) بدها تولع مش مزبوط هالحكي المنسف الكركي كنج المناسف والمنسف العجلوني كخ المناسف , قال بحطوا على الوجه كاتشاب , لا من مرة بحطوا على الوجه ايس كريم",,,,,,,
3370,فيديو : هجوم سعود على حدادين,,,,,,,
3371,الدبلجة,,,,,,,
3372,"انا بتفق تماما مع زميلي , المنسف العجلوني بلط مليون منسف كركي اصلا المنسف الكركي بدل الشراك بحطوا خبز همبرغر",,,,,,,
3373,طوشة في الفيديو,,,,,,,
3374,"عماد : خبز همبرغر لهانا وبس بدي اشوف مين الزلمة في عجلون اللي بدو يطلع من دارو , اسحبوا السلاح شباب",,,,,,,
3375,فيديو : نائب اردني يرفع سلاحه في داخل قاعة البرلمان الاردني,,,,,,,
